ram_gb,storage_gb,screen_size_inch,brand_grouped,model_grouped,cpu_brand,cpu_tier,gpu_tier,storage_type_clean,condition_clean,warranty_status,brand_is_rare,model_is_rare,ram_missing,storage_missing,screen_missing,cpu_missing,gpu_missing,ram_suspicious,storage_suspicious,screen_suspicious,potential_dedicated_gpu,repair_mismatch,is_soft_duplicate_spec,target_price,log_target_price,source,no_info_brand,no_info_model,no_info_cpu_brand,no_info_cpu_tier,no_info_gpu
8.0,256.0,13.95,Lenovo,ThinkPad,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,5390000.0,15.50005612841392,chotot,0,0,0,0,0
32.0,512.0,15.95,Apple,MacBook Pro,Other,Other,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,True,False,False,False,False,False,False,False,10000000.0,16.118095750958314,chotot,0,0,1,1,1
32.0,512.0,13.95,Dell,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,20000000.0,16.811242881518265,chotot,0,1,0,0,0
16.0,512.0,15.95,ASUS,TUF Gaming,AMD,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,9900000.0,16.108045416114916,chotot,0,0,0,0,0
32.0,1024.0,13.95,Microsoft,Other,Other,Other,Integrated - Intel,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,26500000.0,17.0926553286923,chotot,0,1,1,1,0
8.0,127.0,11.95,Other,Other,Intel,Mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,True,False,False,False,False,True,False,2800000.0,14.845130332288226,chotot,1,1,0,0,1
16.0,256.0,13.95,Lenovo,ThinkPad X1 Carbon,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,8900000.0,16.001561947061912,chotot,0,0,0,0,0
8.0,256.0,13.95,Dell,Latitude,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,7000000.0,15.76142084987672,chotot,0,0,0,0,0
64.0,1024.0,15.95,Apple,MacBook Pro,Apple,High,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,True,False,False,False,False,False,False,34500000.0,17.356469910987094,chotot,0,0,0,0,1
8.0,256.0,13.95,Apple,MacBook Air,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,8900000.0,16.001561947061912,chotot,0,0,0,0,0
16.0,256.0,13.95,Dell,Other,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,9300000.0,16.04552506565036,chotot,0,1,0,0,0
8.0,1024.0,11.95,Apple,MacBook Pro,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,3139900.0,14.959701828724976,chotot,0,0,0,0,0
16.0,512.0,15.95,Acer,Other,Intel,Entry,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,8390000.0,15.942551197632891,chotot,0,1,0,0,0
8.0,256.0,13.95,HP,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Expired,False,True,False,False,False,False,False,False,False,False,False,False,False,3500000.0,15.068273812173889,chotot,0,1,0,0,0
8.0,256.0,15.95,Dell,Inspiron,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,8000000.0,15.894952224644102,chotot,0,0,0,0,0
8.0,256.0,11.95,Dell,Latitude,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,3900000.0,15.1764873675101,chotot,0,0,0,0,0
4.0,128.0,13.95,Lenovo,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,3650000.0,15.11023799953124,chotot,0,1,0,0,0
8.0,512.0,,Acer,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,True,False,False,False,False,False,False,False,False,6800000.0,15.732433317205148,chotot,0,1,0,0,0
16.0,256.0,15.95,Dell,Inspiron,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (qua sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,7800000.0,15.86963441986494,chotot,0,0,0,0,0
,,,Dell,Latitude 14 7000,Other,Other,Other,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,True,True,True,True,True,False,False,False,False,False,False,5500000.0,15.520258832020865,chotot,0,0,1,1,1
32.0,512.0,,Dell,Precision,Intel,Other,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,False,False,False,False,False,False,False,23000000.0,16.951004817371683,chotot,0,0,0,1,0
16.0,256.0,13.95,Dell,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,5900000.0,15.59046307836746,chotot,0,1,0,0,0
,,,Acer,Other,Other,Other,Other,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,True,True,True,True,True,False,False,False,False,False,False,1800000.0,14.403297778421797,chotot,0,1,1,1,1
16.0,512.0,13.95,Apple,MacBook Air M1,Apple,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,14800000.0,16.51013780630191,chotot,0,0,0,0,0
16.0,256.0,15.95,Dell,Inspiron,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,10500000.0,16.166885910365842,chotot,0,0,0,0,0
16.0,,,Dell,XPS 13,Intel,Upper-mid,Other,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,True,True,False,True,False,False,False,False,False,False,31500000.0,17.265498135541893,chotot,0,0,0,0,1
8.0,256.0,15.95,Dell,Vostro,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,7800000.0,15.86963441986494,chotot,0,0,0,0,0
16.0,256.0,15.95,Lenovo,Other,Intel,Upper-mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,6700000.0,15.717618233614914,chotot,0,1,0,0,1
4.0,127.0,11.95,Lenovo,ThinkPad,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,1400000.0,14.151983508870948,chotot,0,0,0,0,0
,1024.0,15.95,Dell,Precision,Intel,Other,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,True,False,False,False,False,False,39000000.0,17.479072229734946,chotot,0,0,0,1,0
8.0,256.0,11.95,Lenovo,ThinkPad,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (qua sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,3400000.0,15.039286283703994,chotot,0,0,0,0,0
8.0,256.0,11.95,Dell,Latitude,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,5000000.0,15.424948670398354,chotot,0,0,0,0,0
16.0,500.0,13.95,Apple,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,5900000.0,15.59046307836746,chotot,0,1,0,0,0
16.0,256.0,13.95,Dell,Latitude,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,13300000.0,16.40327466837995,chotot,0,0,0,0,0
16.0,512.0,15.95,ASUS,Other,AMD,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,9200000.0,16.034714150714915,chotot,0,1,0,0,0
8.0,256.0,13.95,Lenovo,ThinkPad,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,4850000.0,15.394489469099211,chotot,0,0,0,0,0
8.0,512.0,15.95,Dell,Other,AMD,Mid,Integrated - AMD Radeon,SSD,Mới,Active,False,True,False,False,False,False,False,False,False,False,False,False,False,4200000.0,15.250595321348806,chotot,0,1,0,0,0
8.0,256.0,13.95,Microsoft,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,7000000.0,15.76142084987672,chotot,0,1,0,0,0
8.0,128.0,13.95,HP,Other,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,2600000.0,14.77102238760702,chotot,0,1,0,0,0
8.0,256.0,,Apple,MacBook Air M1,Apple,Mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,True,False,False,False,False,False,False,10500000.0,16.166885910365842,chotot,0,0,0,0,1
32.0,512.0,15.95,Acer,Other,Other,Other,Dedicated - Other/Entry,SSD,Đã sử dụng (qua sửa chữa),Active,False,True,False,False,False,True,False,False,False,False,False,False,False,13500000.0,16.41820031748273,chotot,0,1,1,1,0
16.0,512.0,13.95,Apple,MacBook Pro,Apple,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,33000000.0,17.312018149733785,chotot,0,0,0,0,0
16.0,512.0,15.95,Apple,MacBook Pro,Intel,Upper-mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,True,False,False,False,False,False,False,10900000.0,16.204273438942487,chotot,0,0,0,0,1
6.0,127.0,,Dell,Latitude,Intel,Mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,True,False,False,False,False,False,False,1500000.0,14.220976332738882,chotot,0,0,0,0,1
16.0,,13.95,Apple,MacBook Pro,Intel,Upper-mid,Other,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,True,False,False,True,False,False,False,False,False,False,7500000.0,15.830413711839864,chotot,0,0,0,0,1
8.0,256.0,13.95,Dell,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,8800000.0,15.990262393084793,chotot,0,1,0,0,0
16.0,512.0,13.95,Apple,MacBook Pro,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,11500000.0,16.257857680289998,chotot,0,0,0,0,0
8.0,256.0,13.95,Lenovo,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,6800000.0,15.732433317205148,chotot,0,1,0,0,0
32.0,512.0,15.95,Apple,MacBook Pro,Intel,High,Integrated - AMD Radeon,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,14600000.0,16.496532155171714,chotot,0,0,0,0,0
16.0,256.0,13.95,Dell,Latitude,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,7500000.0,15.830413711839864,chotot,0,0,0,0,0
8.0,256.0,15.95,Dell,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,6300000.0,15.656060350091908,chotot,0,1,0,0,0
8.0,256.0,13.95,Dell,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,5500000.0,15.520258832020865,chotot,0,1,0,0,0
4.0,,,Sony,Other,Intel,Entry,Other,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,True,True,False,True,False,False,False,False,False,False,1000000.0,13.815511557963774,chotot,0,1,0,0,1
16.0,256.0,,Lenovo,Other,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,False,False,False,False,False,False,False,7000000.0,15.76142084987672,chotot,0,1,0,0,0
16.0,1024.0,13.95,ASUS,Other,AMD,High,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,28490000.0,17.165063741574127,chotot,0,1,0,0,0
16.0,512.0,15.95,Dell,Other,AMD,Upper-mid,Integrated - AMD Radeon,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,10700000.0,16.185754392890075,chotot,0,1,0,0,0
16.0,256.0,13.95,Lenovo,ThinkPad X1 Carbon,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,9000000.0,16.012735246411598,chotot,0,0,0,0,0
16.0,1025.0,11.95,Microsoft,Other,Intel,High,Integrated - Intel,SSD,Mới,Expired,False,True,False,False,False,False,False,False,False,False,False,False,False,26000000.0,17.073607134447293,chotot,0,1,0,0,0
16.0,,,Apple,MacBook Air M2,Apple,Mid,Other,Other,Đã sử dụng (chưa sửa chữa),Active,False,False,False,True,True,True,True,False,False,False,False,False,False,18500000.0,16.733281344102608,chotot,0,0,0,0,1
16.0,512.0,,Apple,MacBook Pro,Intel,Mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,True,False,False,False,False,False,False,7500000.0,15.830413711839864,chotot,0,0,0,0,1
8.0,256.0,15.95,ASUS,Vivobook 15,Intel,Entry,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,True,False,False,False,False,False,False,5200000.0,15.46416937585933,chotot,0,0,0,0,1
8.0,256.0,13.95,Apple,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Expired,False,True,False,False,False,False,False,False,False,False,False,False,False,8000000.0,15.894952224644102,chotot,0,1,0,0,0
16.0,256.0,13.95,Microsoft,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,17500000.0,16.677711496036597,chotot,0,1,0,0,0
16.0,256.0,13.95,Dell,Latitude,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,6700000.0,15.717618233614914,chotot,0,0,0,0,0
16.0,1025.0,15.95,Dell,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Expired,False,True,False,False,False,False,False,False,False,False,False,False,False,6500000.0,15.687312888712007,chotot,0,1,0,0,0
8.0,256.0,13.95,Dell,Latitude,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,7500000.0,15.830413711839864,chotot,0,0,0,0,0
16.0,512.0,13.95,Dell,Latitude,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,8600000.0,15.9672728775028,chotot,0,0,0,0,0
16.0,512.0,15.95,Dell,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,20900000.0,16.855259764781927,chotot,0,1,0,0,0
16.0,512.0,13.95,Lenovo,Other,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,15500000.0,16.5563506464056,chotot,0,1,0,0,0
16.0,256.0,13.95,HP,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,5400000.0,15.501909696719672,chotot,0,1,0,0,0
8.0,256.0,13.95,Dell,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,4000000.0,15.201805169084134,chotot,0,1,0,0,0
16.0,512.0,15.95,Dell,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,9500000.0,16.066802461833923,chotot,0,1,0,0,0
8.0,500.0,15.95,Apple,MacBook Pro,Intel,Upper-mid,Other,Other,Mới,Active,False,False,False,False,False,False,True,False,False,False,False,False,False,4550000.0,15.330638010707329,chotot,0,0,0,0,1
16.0,512.0,,Lenovo,Legion,AMD,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,False,False,False,False,False,False,False,17500000.0,16.677711496036597,chotot,0,0,0,0,0
16.0,256.0,13.95,Dell,Latitude,Intel,Other,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,11990000.0,16.29958361040653,chotot,0,0,0,1,0
16.0,1024.0,15.95,Acer,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,26490000.0,17.092277898998347,chotot,0,1,0,0,0
16.0,512.0,13.95,HP,Other,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,20000000.0,16.811242881518265,chotot,0,1,0,0,0
4.0,256.0,,Acer,Other,Intel,Entry,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,True,False,True,False,False,False,False,False,False,3200000.0,14.978661680269909,chotot,0,1,0,0,1
4.0,127.0,,Microsoft,Other,Intel,Low,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,True,False,True,False,False,False,False,False,False,4000000.0,15.201805169084134,chotot,0,1,0,0,1
16.0,512.0,13.95,ASUS,Other,Intel,Mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,True,False,False,False,False,False,False,10250000.0,16.142788361109663,chotot,0,1,0,0,1
16.0,256.0,15.95,HP,ProBook,AMD,Mid,Integrated - AMD Radeon,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,9900000.0,16.108045416114916,chotot,0,0,0,0,0
16.0,256.0,13.95,Apple,Macbook air m4,Apple,Mid,Other,SSD,Mới,Active,False,False,False,False,False,False,False,False,False,False,False,False,False,21700000.0,16.892822864593636,chotot,0,0,0,0,1
16.0,512.0,15.95,Apple,MacBook Pro,Intel,Upper-mid,Integrated - AMD Radeon,SSD,Đã sử dụng (chưa sửa chữa),Expired,False,False,False,False,False,False,False,False,False,False,False,False,False,8900000.0,16.001561947061912,chotot,0,0,0,0,0
32.0,512.0,15.95,HP,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,17990000.0,16.70532666151315,chotot,0,1,0,0,0
16.0,512.0,,Apple,MacBook Pro,Apple,Mid,Other,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,True,False,False,False,False,False,False,26500000.0,17.0926553286923,chotot,0,0,0,0,1
8.0,256.0,,Dell,Other,Intel,Mid,Other,Other,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,True,False,False,False,False,False,False,6500000.0,15.687312888712007,chotot,0,1,0,0,1
16.0,500.0,15.95,Dell,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,16000000.0,16.588099342704055,chotot,0,1,0,0,0
8.0,256.0,13.95,Toshiba,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,4800000.0,15.38412668421143,chotot,0,1,0,0,0
8.0,256.0,13.95,HP,Other,Intel,Entry,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,5800000.0,15.573368647930426,chotot,0,1,0,0,0
16.0,512.0,15.95,Lenovo,Other,AMD,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,21900000.0,16.90199724044883,chotot,0,1,0,0,0
16.0,512.0,15.95,Lenovo,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,20500000.0,16.835935492889124,chotot,0,1,0,0,0
8.0,256.0,13.95,Lenovo,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,6500000.0,15.687312888712007,chotot,0,1,0,0,0
8.0,512.0,15.95,Acer,Nitro 5,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,14500000.0,16.489659276356317,chotot,0,0,0,0,0
8.0,512.0,15.95,MSI,Other,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,8700000.0,15.978833698567334,chotot,0,1,0,0,0
4.0,127.0,13.95,ASUS,Other,Intel,Entry,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Expired,False,True,False,False,False,False,False,False,False,False,False,False,False,2100000.0,14.557448378884017,chotot,0,1,0,0,0
8.0,127.0,13.95,ASUS,Other,Intel,Mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,4100000.0,15.226497775576943,chotot,0,1,0,0,0
16.0,1024.0,15.95,Lenovo,Other,Other,Other,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,16490000.0,16.618264755178593,chotot,0,1,1,1,0
8.0,256.0,13.95,HP,Elitebook,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,5900000.0,15.59046307836746,chotot,0,0,0,0,0
8.0,128.0,13.95,Dell,XPS 13,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,6200000.0,15.64006001130563,chotot,0,0,0,0,0
16.0,256.0,13.95,Acer,Other,AMD,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,5500000.0,15.520258832020865,chotot,0,1,0,0,0
8.0,127.0,11.95,Microsoft,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,5700000.0,15.55597690824336,chotot,0,1,0,0,0
16.0,512.0,15.95,Lenovo,Legion 5,AMD,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,24490000.0,17.01377546976134,chotot,0,0,0,0,0
8.0,128.0,13.95,HP,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,False,True,False,False,False,False,False,False,False,False,False,False,False,2000000.0,14.508658238524095,chotot,0,1,0,0,0
8.0,512.0,11.95,Apple,Other,Other,Other,Other,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,True,False,False,False,False,False,False,False,16900000.0,16.642824239064897,chotot,0,1,1,1,1
32.0,512.0,13.95,Lenovo,Other,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,True,False,False,False,False,False,False,False,False,False,False,False,23490000.0,16.972085399206403,chotot,0,1,0,0,0
8.0,256.0,15.95,Dell,Inspiron,Intel,Mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,3700000.0,15.123843647884687,chotot,0,0,0,0,0
8.0,128.0,13.95,Dell,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,2250000.0,14.626441218624947,chotot,0,1,0,0,0
32.0,512.0,,Lenovo,ThinkPad X1 Carbon,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,True,False,False,False,False,False,False,False,False,16000000.0,16.588099342704055,chotot,0,0,0,0,0
16.0,1024.0,15.95,Dell,Inspiron,Intel,Upper-mid,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,13900000.0,16.447399470043365,chotot,0,0,0,0,0
8.0,256.0,11.95,Other,Other,Intel,Mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Active,True,False,False,False,False,False,False,False,False,False,False,False,False,2950000.0,14.897316067298997,chotot,1,1,0,0,0
16.0,1024.0,13.95,Other,Other,Intel,Other,Other,SSD,Đã sử dụng (chưa sửa chữa),Active,True,True,False,False,False,False,False,False,False,False,False,False,False,19000000.0,16.759949589762293,chotot,1,1,0,1,1
16.0,256.0,15.95,MSI,Other,AMD,Upper-mid,Integrated - AMD Radeon,SSD,Đã sử dụng (chưa sửa chữa),Expired,False,True,False,False,False,False,False,False,False,False,False,False,False,10000000.0,16.118095750958314,chotot,0,1,0,0,0
8.0,256.0,13.95,Apple,MacBook Air M1,Apple,Mid,Other,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,True,False,False,False,False,False,False,11500000.0,16.257857680289998,chotot,0,0,0,0,1
16.0,256.0,15.95,Dell,Latitude,Intel,Upper-mid,Integrated - Intel,SSD,Đã sử dụng (chưa sửa chữa),Manufacturer,False,False,False,False,False,False,False,False,False,False,False,False,False,9990000.0,16.11709525072483,chotot,0,0,0,0,0
16.0,512.0,15.95,Dell,Precision,Intel,High,Dedicated - Other/Entry,SSD,Đã sử dụng (chưa sửa chữa),Active,False,False,False,False,False,False,False,False,False,False,False,False,False,12000000.0,16.300417291085605,chotot,0,0,0,0,0
