origin_clean,origin_missing_or_unknown,brand_clean,brand_mismatch_title,model_clean,model_recovered,_ram_gb,_storage_gb,_screen_size_inch,_title_ram_gb,_title_storage_gb,_title_cpu,_title_screen_size_inch,_ram_gb_filled,_storage_gb_filled,_screen_size_inch_filled,ram_missing,storage_capacity_missing,screen_missing,ram_suspicious,storage_missing_all,cpu_missing,cpu_brand,cpu_tier,gpu_missing,gpu_tier,potential_dedicated_gpu,warranty_months,warranty_status,has_warranty,storage_type_clean,was_storage_type_imputed,condition_clean,repair_mismatch,condition_warranty_inconsistent,brand_grouped,model_grouped,brand_is_rare,model_is_rare,_price
Mỹ,False,Dell,False,Precision,Precision,8.0,256.0,17.95,,,Unknown,,8.0,256.0,17.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - AMD Radeon,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Precision,False,False,5900000.0
Unknown,True,Apple,False,MacBook Pro M1,MacBook Pro M1,8.0,256.0,13.95,,256.0,m1,,8.0,256.0,13.95,False,False,False,False,False,False,Apple,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro M1,False,False,13500000.0
Unknown,True,Dell,False,Latitude,Latitude,8.0,256.0,13.95,8.0,256.0,i5-10310u,13.3,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,5000000.0
Unknown,True,Acer,False,Nitro 5,Nitro 5,8.0,256.0,,8.0,256.0,i5-11400h,,8.0,256.0,,False,False,True,False,False,False,Intel,Mid,True,Missing,True,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Nitro 5,False,False,10000000.0
Unknown,True,HP,False,Pavilion 15,Pavilion 15,16.0,,15.95,16.0,512.0,Unknown,15.6,16.0,512.0,15.95,False,True,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Pavilion 15,False,False,6999000.0
Nhật Bản,False,Dell,False,Latitude,Latitude,8.0,256.0,13.95,8.0,,i7-8665u,13.3,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,5500000.0
Unknown,True,ASUS,False,ZenBook 13,ZenBook 13,16.0,512.0,13.95,,,Unknown,,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,10500000.0
Unknown,True,Dell,False,Precision,Precision,16.0,512.0,15.95,16.0,,i7-12800h,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Precision,False,False,16500000.0
Unknown,True,Apple,False,MacBook Air,MacBook Air,8.0,127.0,13.95,8.0,128.0,Unknown,,8.0,127.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air,False,False,3400000.0
Unknown,True,Dell,False,Gaming G15,Gaming G15,,,,,,Unknown,,,,,True,True,True,False,True,True,Unknown,Missing,True,Missing,True,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,5900000.0
Unknown,True,Lenovo,False,Thinkpad e14,Thinkpad e14,16.0,256.0,13.95,16.0,256.0,Unknown,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,5300000.0
Unknown,True,Lenovo,False,Legion,Legion,16.0,512.0,15.95,6.0,,i5-12450hx,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Legion,False,False,14900000.0
Unknown,True,Toshiba,False,Portege,Portege,8.0,127.0,,8.0,128.0,i5 7200,,8.0,127.0,,False,False,True,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Toshiba,Other,False,True,1850000.0
Việt Nam,False,Apple,False,MacBook Pro,MacBook Pro,8.0,128.0,13.95,,,Unknown,,8.0,128.0,13.95,False,False,False,False,False,False,Intel,Entry,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,1100000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,16.0,512.0,13.95,16.0,,Unknown,13.0,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,9900000.0
Mỹ,False,Dell,False,Dòng Khác,Dòng Khác,16.0,256.0,15.95,,,Unknown,,16.0,256.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,8000000.0
Nhật Bản,False,Dell,False,Inspiron,Inspiron,8.0,256.0,15.95,,,Unknown,,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Entry,False,Unclear,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Inspiron,False,False,3800000.0
Unknown,True,Acer,False,Dòng Khác,Aspire,4.0,256.0,15.95,4.0,256.0,Unknown,15.6,4.0,256.0,15.95,False,False,False,False,False,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Dòng Khác,False,False,2000000.0
Unknown,True,Dell,False,Latitude 13 5000,Latitude 13 5000,16.0,256.0,13.95,,,i7-1365,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,12500000.0
Nhật Bản,False,Apple,False,Dòng Khác,Dòng Khác,16.0,1024.0,15.95,,,Unknown,,16.0,1024.0,15.95,False,False,False,False,False,False,AMD,Upper-mid,False,Integrated - AMD Radeon,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,Dòng Khác,False,False,11000000.0
Unknown,True,MSI,False,Bravo 15,Bravo 15,8.0,512.0,15.95,,,Unknown,,8.0,512.0,15.95,False,False,False,False,False,False,AMD,Mid,False,Integrated - AMD Radeon,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,MSI,Other,False,True,9200000.0
Unknown,True,Apple,False,MacBook Air,MacBook Air,16.0,256.0,13.95,16.0,,Unknown,,16.0,256.0,13.95,False,False,False,False,False,False,Apple,Mid,True,Missing,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air,False,False,12500000.0
Unknown,True,Lenovo,False,Dòng Khác,ThinkPad,64.0,512.0,21.0,,,i7 10750h,,64.0,512.0,21.0,False,False,False,False,False,False,Intel,Upper-mid,False,Unclear,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Dòng Khác,False,False,15000000.0
Unknown,True,Dell,False,Latitude E Series,Latitude E Series,8.0,256.0,11.95,8.0,256.0,Unknown,12.5,8.0,256.0,11.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude E Series,False,False,3200000.0
Unknown,True,ASUS,False,ROG Strix,ROG Strix,16.0,512.0,15.95,,,ryzen 9,,16.0,512.0,15.95,False,False,False,False,False,False,AMD,High,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,ROG Strix,False,False,23900000.0
Nhật Bản,False,Microsoft,False,Surface Book 2,Surface Book 2,16.0,512.0,15.95,16.0,512.0,Unknown,15.0,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Microsoft,Other,False,True,9750000.0
Unknown,True,ASUS,False,Dòng Khác,VivoBook,8.0,,,8.0,,i5-8250u,,8.0,,,False,True,True,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Dòng Khác,False,False,3100000.0
Mỹ,False,Dell,False,Precision,Precision,16.0,512.0,17.95,,,i7 8850h,,16.0,512.0,17.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Precision,False,False,10800000.0
Mỹ,False,Dell,False,Latitude 14 7000,Latitude 14 7000,8.0,256.0,13.95,,,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Active,True,SSD,False,Mới,False,False,Dell,Latitude 14 7000,False,False,6000000.0
Unknown,True,Acer,False,Aspire,Aspire,8.0,256.0,13.95,,,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Unclear,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Aspire,False,False,6000000.0
Mỹ,False,Dell,False,Latitude,Latitude,16.0,256.0,13.95,16.0,,Unknown,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,10500000.0
Việt Nam,False,HP,False,Dòng Khác,Dòng Khác,16.0,512.0,13.95,,,Unknown,,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Entry,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Dòng Khác,False,False,7200000.0
Unknown,True,Microsoft,False,Surface Laptop,Surface Laptop,8.0,1024.0,13.95,8.0,1024.0,Unknown,,8.0,1024.0,13.95,False,False,False,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Microsoft,Other,False,True,8990000.0
Unknown,True,Dell,False,Inspiron N3558,Inspiron N3558,8.0,127.0,15.95,,,Unknown,,8.0,127.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,12.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,3500000.0
Unknown,True,Dell,False,Inspiron,Inspiron,8.0,512.0,15.95,8.0,,Unknown,15.0,8.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Inspiron,False,False,10500000.0
Unknown,True,Apple,False,MacBook Pro M1,MacBook Pro M1,32.0,512.0,13.95,32.0,512.0,m1 pro,,32.0,512.0,13.95,False,False,False,False,False,False,Apple,Upper-mid,False,Unclear,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro M1,False,False,25500000.0
Unknown,True,HP,False,Envy,Envy,4.0,128.0,13.95,4.0,128.0,i5-62008,13.3,4.0,128.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,1900000.0
Unknown,True,Dell,False,Dòng Khác,Latitude,8.0,,13.95,,,celeron,,8.0,,13.95,False,True,False,False,False,False,Intel,Low,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,2000000.0
Unknown,True,Lenovo,False,ThinkPad T400,ThinkPad T400,8.0,256.0,13.95,,,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,5890000.0
Trung Quốc,False,Lenovo,False,Legion Pro 5,Legion Pro 5,16.0,512.0,15.95,16.0,512.0,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,AMD,High,False,Dedicated - Other/Entry,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,26500000.0
Mỹ,False,Dell,False,Precision,Precision,16.0,512.0,15.95,,,i7-9850h,15.6,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Precision,False,False,12000000.0
Unknown,True,HP,False,Elitebook,Elitebook,16.0,256.0,15.95,16.0,256.0,Unknown,,16.0,256.0,15.95,False,False,False,False,False,False,Intel,Other,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Elitebook,False,False,15500000.0
Nhật Bản,False,Dell,False,Latitude,Latitude,8.0,256.0,13.95,,,i5 8265u,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,6200000.0
Unknown,True,Dell,False,Dòng Khác,Latitude,8.0,,,8.0,,Unknown,,8.0,,,False,True,True,False,False,False,Intel,Upper-mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,9000000.0
Mỹ,False,Dell,False,Precision 15 5000,Precision 15 5000,16.0,512.0,15.95,,,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,9600000.0
Mỹ,False,Dell,False,Dòng Khác,Dòng Khác,16.0,256.0,13.95,16.0,256.0,i5-10310,14.0,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,6699999.0
Mỹ,False,HP,False,Victus,Victus,8.0,512.0,15.95,8.0,,i5-11400h,,8.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,10000000.0
Unknown,True,Dell,False,Dòng Khác,Dòng Khác,8.0,127.0,15.95,8.0,128.0,Unknown,,8.0,127.0,15.95,False,False,False,False,False,False,Intel,Entry,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,4750000.0
Nhật Bản,False,Apple,False,MacBook Pro,MacBook Pro,16.0,512.0,15.95,16.0,512.0,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - AMD Radeon,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,7990000.0
Unknown,True,ASUS,False,TUF Gaming,TUF Gaming,16.0,512.0,15.95,16.0,,i5-11400h,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,TUF Gaming,False,False,13500000.0
Unknown,True,ASUS,False,TUF Gaming,TUF Gaming,16.0,512.0,,16.0,512.0,i7-12700h,,16.0,512.0,,False,False,True,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,TUF Gaming,False,False,14000000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,8.0,256.0,13.95,,,m1,13.0,8.0,256.0,13.95,False,False,False,False,False,False,Apple,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,14500000.0
Nhật Bản,False,Dell,False,Inspiron,Inspiron,16.0,256.0,15.95,,,Unknown,,16.0,256.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,True,Missing,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Inspiron,False,False,6800000.0
Unknown,True,Apple,False,MacBook Pro M1 Touch Bar,MacBook Pro M1 Touch Bar,8.0,256.0,13.95,8.0,256.0,m1,,8.0,256.0,13.95,False,False,False,False,False,False,Apple,Mid,False,Unclear,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,Other,False,True,10799000.0
Unknown,True,Dell,False,Latitude,Latitude,8.0,256.0,13.95,8.0,256.0,Unknown,14.0,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,5500000.0
Việt Nam,False,Apple,False,Macbook air m4,Macbook air m4,16.0,256.0,13.95,16.0,256.0,m4,,16.0,256.0,13.95,False,False,False,False,False,False,Apple,Mid,False,Unclear,False,,Active,True,SSD,False,Mới,False,False,Apple,Macbook air m4,False,False,24900000.0
Mỹ,False,Lenovo,False,ThinkPad T14 Gen 3,ThinkPad T14 Gen 3,16.0,256.0,13.95,,,Unknown,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,10500000.0
Other,False,Dell,False,Dòng Khác,Dòng Khác,8.0,128.0,11.95,8.0,,Unknown,,8.0,128.0,11.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,3350000.0
Unknown,True,Samsung,False,Galaxy Book,Galaxy Book,8.0,256.0,15.95,8.0,,Unknown,,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Other,Other,True,True,6390000.0
Unknown,True,HP,False,Dòng Khác,Dòng Khác,4.0,500.0,15.95,4.0,256.0,i3-6006u,15.6,4.0,500.0,15.95,False,False,False,False,False,False,Intel,Entry,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Dòng Khác,False,False,2900000.0
Mỹ,False,Dell,False,Dòng Khác,Latitude,8.0,256.0,15.95,,,i7 7820hq,15.6,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,4500000.0
Unknown,True,Lenovo,False,ThinkPad X1 Yoga Gen 6,ThinkPad X1 Yoga Gen 6,32.0,512.0,,32.0,512.0,i7-1365u,,32.0,512.0,,False,False,True,False,False,False,Intel,Upper-mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,23490000.0
Việt Nam,False,HP,False,Notebook,Notebook,8.0,256.0,15.95,8.0,256.0,Unknown,,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Entry,False,Dedicated - Other/Entry,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,4990000.0
Mỹ,False,Dell,False,Precision,Precision,32.0,512.0,15.95,,,i7-12800h,15.6,32.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Precision,False,False,24000000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,16.0,1024.0,13.95,16.0,2048.0,Unknown,13.0,16.0,1024.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,10900000.0
Other,False,HP,False,Notebook,Notebook,16.0,512.0,15.95,16.0,512.0,i7 10510,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,8600000.0
Unknown,True,ASUS,False,Vivobook 13,Vivobook 13,8.0,512.0,15.95,,512.0,ryzen 5,15.6,8.0,512.0,15.95,False,False,False,False,False,False,AMD,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,7000000.0
Việt Nam,False,ASUS,False,VivoBook Seriers,VivoBook Seriers,16.0,512.0,15.95,16.0,,i7-1260p,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,12500000.0
Unknown,True,ASUS,False,Vivobook 15,Vivobook 15,8.0,256.0,15.95,,,Unknown,,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Entry,False,Integrated - Intel,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Vivobook 15,False,False,6500000.0
Unknown,True,Lenovo,False,ThinkPad,ThinkPad,8.0,256.0,13.95,8.0,256.0,ryzen 7,,8.0,256.0,13.95,False,False,False,False,False,False,AMD,Upper-mid,False,Integrated - AMD Radeon,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,ThinkPad,False,False,5000000.0
Unknown,True,Dell,False,Inspiron N3558,Inspiron N3558,8.0,127.0,,8.0,128.0,Unknown,,8.0,127.0,,False,False,True,False,False,False,Intel,Entry,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,1600000.0
Unknown,True,Dell,False,Latitude,Latitude,16.0,512.0,13.95,16.0,512.0,Unknown,14.0,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,9000000.0
Việt Nam,False,Acer,False,Nitro 5,Nitro 5,16.0,512.0,15.95,16.0,,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Nitro 5,False,False,14900000.0
Mỹ,False,Dell,False,Precision,Precision,32.0,512.0,15.95,32.0,,Unknown,,32.0,512.0,15.95,False,False,False,False,False,False,Intel,High,False,Dedicated - Other/Entry,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Precision,False,False,20500000.0
Mỹ,False,Apple,False,MacBook Pro,MacBook Pro,16.0,512.0,15.95,16.0,512.0,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,High,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,12500000.0
Unknown,True,Dell,False,Dòng Khác,Inspiron,8.0,256.0,11.95,,,Unknown,,8.0,256.0,11.95,False,False,False,False,False,False,Intel,Mid,False,Unclear,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Dòng Khác,False,False,4300000.0
Việt Nam,False,ASUS,False,Vivobook 15 OLED,Vivobook 15 OLED,16.0,512.0,15.95,,,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,13500000.0
Unknown,True,Lenovo,False,Legion,Legion,16.0,512.0,,16.0,512.0,Unknown,,16.0,512.0,,False,False,True,False,False,False,AMD,Upper-mid,False,Dedicated - Other/Entry,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Legion,False,False,23900000.0
Unknown,True,Dell,False,Precision 15 7000,Precision 15 7000,16.0,512.0,15.95,16.0,512.0,i7-10850h,15.6,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,13800000.0
Unknown,True,Sony,False,Vaio Series,Vaio Series,,,,,,Unknown,,,,,True,True,True,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (qua sửa chữa),False,False,Sony,Other,False,True,350000.0
Unknown,True,HP,False,Elite X2,Elite X2,16.0,256.0,13.95,,256.0,i5 8365u,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,5800000.0
Mỹ,False,HP,False,Zbook Studio,Zbook Studio,16.0,512.0,15.95,6.0,,i7 13700h,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,17500000.0
Unknown,True,Microsoft,False,Surface Laptop 5,Surface Laptop 5,16.0,512.0,15.95,16.0,512.0,i7-1265u,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Microsoft,Other,False,True,12800000.0
Unknown,True,Lenovo,False,Ideapad Gaming,Ideapad Gaming,16.0,512.0,15.95,16.0,512.0,ryzen 5,,16.0,512.0,15.95,False,False,False,False,False,False,AMD,Mid,False,Dedicated - Other/Entry,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,10500000.0
Mỹ,False,Microsoft,False,Surface Book 3,Surface Book 3,32.0,512.0,13.95,32.0,512.0,Unknown,13.5,32.0,512.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Microsoft,Other,False,True,15500000.0
Mỹ,False,Dell,False,Latitude 14 3000,Latitude 14 3000,8.0,256.0,13.95,8.0,256.0,i5-10210u,14.0,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,5500000.0
Unknown,True,Lenovo,False,ThinkPad X1,ThinkPad X1,16.0,256.0,13.95,16.0,,i7-6600u,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,3900000.0
