origin_clean,origin_missing_or_unknown,brand_clean,brand_mismatch_title,model_clean,model_recovered,_ram_gb,_storage_gb,_screen_size_inch,_title_ram_gb,_title_storage_gb,_title_cpu,_title_screen_size_inch,_ram_gb_filled,_storage_gb_filled,_screen_size_inch_filled,ram_missing,storage_capacity_missing,screen_missing,ram_suspicious,storage_missing_all,cpu_missing,cpu_brand,cpu_tier,gpu_missing,gpu_tier,potential_dedicated_gpu,warranty_months,warranty_status,has_warranty,storage_type_clean,was_storage_type_imputed,condition_clean,repair_mismatch,condition_warranty_inconsistent,brand_grouped,model_grouped,brand_is_rare,model_is_rare,_price
Việt Nam,False,Acer,False,Aspire 5,Aspire 5,16.0,512.0,15.95,16.0,512.0,i5-13420h,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Other,False,True,12790000.0
Mỹ,False,Lenovo,False,Dòng Khác,ThinkPad,16.0,512.0,15.95,16.0,512.0,Unknown,16.0,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Other,False,Dedicated - Other/Entry,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Dòng Khác,False,False,18500000.0
Mỹ,False,Dell,False,Latitude,Latitude,16.0,256.0,13.95,16.0,,i5-1335u,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,10900000.0
Việt Nam,False,ASUS,False,Vivobook 15,Vivobook 15,8.0,256.0,15.95,8.0,,i3-1011u,,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Entry,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Vivobook 15,False,False,3800000.0
Mỹ,False,Microsoft,False,Surface Book 2,Surface Book 2,8.0,256.0,,,,i5 7300u,,8.0,256.0,,False,False,True,False,False,False,Intel,Mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Microsoft,Other,False,True,6200000.0
Mỹ,False,Lenovo,False,ThinkPad X1 Extreme,ThinkPad X1 Extreme,16.0,512.0,15.95,16.0,,i9-9880h,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,High,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,11500000.0
Mỹ,False,Lenovo,False,ThinkPad X1 Yoga Gen 6,ThinkPad X1 Yoga Gen 6,32.0,512.0,13.95,,,Unknown,,32.0,512.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,10900000.0
Nhật Bản,False,HP,False,Elite x360,Elite x360,8.0,256.0,15.95,,,Unknown,,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Mid,True,Missing,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,7800000.0
Unknown,True,Dell,False,Latitude,Latitude,8.0,256.0,13.95,8.0,256.0,Unknown,13.3,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,7900000.0
Mỹ,False,Apple,False,MacBook Pro M1,MacBook Pro M1,16.0,1024.0,15.95,16.0,1024.0,m1pro,,16.0,1024.0,15.95,False,False,False,False,False,False,Apple,Upper-mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro M1,False,False,21890000.0
Unknown,True,Dell,False,Latitude E Series,Latitude E Series,8.0,256.0,11.95,8.0,,i5-6300u,,8.0,256.0,11.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude E Series,False,False,3500000.0
Unknown,True,HP,False,Notebook,Notebook,8.0,256.0,13.95,8.0,256.0,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,True,Missing,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,4900000.0
Mỹ,False,Dell,False,Latitude,Latitude,16.0,256.0,13.95,16.0,256.0,Unknown,14.0,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,10500000.0
Việt Nam,False,ASUS,False,TUF Gaming F15,TUF Gaming F15,16.0,512.0,15.95,16.0,,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,TUF Gaming F15,False,False,8800000.0
Unknown,True,Lenovo,False,Thinkpad e14,Thinkpad e14,8.0,256.0,13.95,,,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,5900000.0
Unknown,True,Lenovo,False,Ideapad Slim,Ideapad Slim,16.0,512.0,13.95,,,Unknown,,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,9200000.0
Unknown,True,Dell,False,Inspiron 16,Inspiron 16,16.0,1024.0,15.95,16.0,,Unknown,16.0,16.0,1024.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,19800000.0
Unknown,True,Apple,False,MacBook Air M1,MacBook Air M1,8.0,256.0,13.95,8.0,256.0,m1,13.3,8.0,256.0,13.95,False,False,False,False,False,False,Apple,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air M1,False,False,10500000.0
Unknown,True,HP,False,Compaq,Compaq,,,13.95,,,pentium,,,,13.95,True,True,False,False,True,False,Intel,Low,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,2000000.0
Unknown,True,ASUS,False,N Series,N Series,8.0,,13.95,8.0,,Unknown,14.0,8.0,,13.95,False,True,False,False,False,False,Intel,Entry,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,1900000.0
Unknown,True,HP,False,Elitebook 800,Elitebook 800,,,,,,Unknown,,,,,True,True,True,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),True,False,HP,Elitebook 800,False,False,123456.0
Unknown,True,Apple,False,MacBook Air M1,MacBook Air M1,8.0,256.0,13.95,,,m1,,8.0,256.0,13.95,False,False,False,False,False,False,Apple,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air M1,False,False,8700000.0
Nhật Bản,False,Hãng khác,False,Dòng Khác,Dòng Khác,16.0,256.0,15.95,,,i5-6440hq,,16.0,256.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Hãng khác,Dòng Khác,False,False,5500000.0
Việt Nam,False,Apple,False,MacBook Pro,MacBook Pro,16.0,512.0,15.95,,512.0,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,True,Missing,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,6900000.0
Nhật Bản,False,HP,False,Elitebook 800,Elitebook 800,8.0,256.0,13.95,8.0,256.0,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Elitebook 800,False,False,6868686.0
Nhật Bản,False,Microsoft,False,Surface Laptop,Surface Laptop,8.0,256.0,13.95,8.0,256.0,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Microsoft,Other,False,True,3500000.0
Unknown,True,HP,False,Dragonfly,Dragonfly,16.0,512.0,13.95,16.0,,Unknown,,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,12900000.0
Unknown,True,Hãng khác,False,Dòng Khác,Dòng Khác,,,,,,Unknown,,,,,True,True,True,False,True,False,Intel,Other,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Hãng khác,Dòng Khác,False,False,600000.0
Unknown,True,ASUS,False,Vivobook 14,Vivobook 14,8.0,512.0,13.95,8.0,,i3-1215u,,8.0,512.0,13.95,False,False,False,False,False,False,Intel,Entry,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,6800000.0
Unknown,True,Dell,False,Latitude,Latitude,8.0,256.0,11.95,8.0,256.0,i7-6600u,12.5,8.0,256.0,11.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,3900000.0
Mỹ,False,Apple,False,MacBook Air M1,MacBook Air M1,16.0,512.0,13.95,16.0,512.0,m1,13.0,16.0,512.0,13.95,False,False,False,False,False,False,Apple,Mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air M1,False,False,13900000.0
Việt Nam,False,ASUS,False,Vivobook 16,Vivobook 16,16.0,1024.0,15.95,,1024.0,i9-13900h,,16.0,1024.0,15.95,False,False,False,False,False,False,Intel,High,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,15500000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,,,,32.0,512.0,Unknown,,32.0,512.0,,True,True,True,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,10300000.0
Unknown,True,ASUS,False,Adolbook 13,Adolbook 13,,,,,,Unknown,,,,,True,True,True,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),True,False,ASUS,Other,False,True,500000.0
Nhật Bản,False,Dell,False,Latitude,Latitude,8.0,256.0,13.95,,,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,6.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,4500000.0
Nhật Bản,False,Hãng khác,False,Dòng Khác,Dòng Khác,,,,,,Unknown,,,,,True,True,True,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Hãng khác,Dòng Khác,False,False,550000.0
Unknown,True,ASUS,False,Dòng Khác,Dòng Khác,16.0,256.0,15.95,16.0,,i7 4700hq,,16.0,256.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Dòng Khác,False,False,2990000.0
Mỹ,False,Lenovo,False,ThinkPad,ThinkPad,16.0,512.0,15.95,16.0,512.0,Unknown,15.6,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,ThinkPad,False,False,15300000.0
Unknown,True,HP,False,Elitebook 800,Elitebook 800,8.0,256.0,13.95,8.0,256.0,Unknown,13.3,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Elitebook 800,False,False,6200000.0
Unknown,True,Apple,False,MacBook Pro M1,MacBook Pro M1,8.0,512.0,13.95,,512.0,m1,,8.0,512.0,13.95,False,False,False,False,False,False,Apple,Mid,True,Missing,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro M1,False,False,15000000.0
Unknown,True,Acer,False,Nitro 5,Nitro 5,8.0,512.0,15.95,8.0,512.0,i5-11400h,,8.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Nitro 5,False,False,10900000.0
Unknown,True,MSI,False,Modern 14,Modern 14,8.0,512.0,13.95,8.0,512.0,Unknown,,8.0,512.0,13.95,False,False,False,False,False,False,AMD,Mid,False,Integrated - AMD Radeon,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,MSI,Other,False,True,8390000.0
Việt Nam,False,ASUS,False,ROG Strix G15,ROG Strix G15,16.0,512.0,15.95,6.0,,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,AMD,High,False,Dedicated - Other/Entry,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,19400000.0
Unknown,True,Acer,False,Predator Helios Neo 16,Predator Helios Neo 16,16.0,512.0,15.95,,,i5-13500hx,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Other,False,True,23990000.0
Unknown,True,Dell,False,XPS 13,XPS 13,8.0,256.0,13.95,8.0,256.0,i5-6200u,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,XPS 13,False,False,4800000.0
Mỹ,False,Dell,False,Latitude 14 7000,Latitude 14 7000,16.0,512.0,13.95,16.0,512.0,i7 1365u,,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude 14 7000,False,False,11990000.0
Mỹ,False,Dell,False,Vostro,Vostro,8.0,256.0,15.95,8.0,256.0,Unknown,15.6,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,12.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Vostro,False,False,7600000.0
Mỹ,False,Apple,False,MacBook Air,MacBook Air,4.0,128.0,13.95,4.0,128.0,Unknown,,4.0,128.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air,False,False,3000000.0
Unknown,True,ASUS,False,TUF Gaming,TUF Gaming,8.0,512.0,15.95,8.0,,i5 10300h,,8.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,TUF Gaming,False,False,10500000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,16.0,256.0,13.95,16.0,,Unknown,13.0,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,5400000.0
Unknown,True,HP,False,Elitebook 800,Elitebook 800,8.0,127.0,13.95,8.0,128.0,i7-8650u,,8.0,127.0,13.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Elitebook 800,False,False,3900000.0
Unknown,True,ASUS,False,ROG Strix G17,ROG Strix G17,32.0,1024.0,17.95,32.0,2048.0,Unknown,,32.0,1024.0,17.95,False,False,False,False,False,False,AMD,High,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,33990000.0
Unknown,True,ASUS,False,Vivobook 15,Vivobook 15,16.0,512.0,15.95,16.0,512.0,i5-1334u,15.6,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,13.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Vivobook 15,False,False,10900000.0
Unknown,True,HP,False,Elitebook,Elitebook,8.0,256.0,13.95,8.0,256.0,i5-8265u,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Elitebook,False,False,6500000.0
Trung Quốc,False,Acer,False,Predator Helios Neo 16,Predator Helios Neo 16,16.0,1024.0,15.95,,,Unknown,,16.0,1024.0,15.95,False,False,False,False,False,False,Intel,Other,False,Dedicated - Other/Entry,False,6.0,Active,True,SSD,False,Mới,False,False,Acer,Other,False,True,42800000.0
Unknown,True,ASUS,False,TUF Gaming,TUF Gaming,8.0,256.0,15.95,8.0,,i5-8300h,15.6,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,TUF Gaming,False,False,4900000.0
Nhật Bản,False,Hãng khác,False,Dòng Khác,Dòng Khác,8.0,256.0,,8.0,256.0,Unknown,,8.0,256.0,,False,False,True,False,False,False,Intel,Upper-mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Hãng khác,Dòng Khác,False,False,8900000.0
Unknown,True,Microsoft,False,Surface Pro 7+,Surface Pro 7+,8.0,128.0,,8.0,128.0,Unknown,,8.0,128.0,,False,False,True,False,False,True,Unknown,Missing,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Microsoft,Other,False,True,6300000.0
Việt Nam,False,Apple,False,MacBook Air M1,MacBook Air M1,8.0,512.0,13.95,8.0,,m1,,8.0,512.0,13.95,False,False,False,False,False,False,Apple,Mid,False,Unclear,False,12.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air M1,False,False,17990000.0
Unknown,True,ASUS,False,Dòng Khác,Dòng Khác,,,13.95,,,Unknown,,,,13.95,True,True,False,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Dòng Khác,False,False,1500000.0
Mỹ,False,Dell,False,Latitude,Latitude,16.0,256.0,13.95,,,Unknown,,16.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,8000000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,16.0,512.0,13.95,,,Unknown,13.0,16.0,512.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,10000000.0
Unknown,True,Dell,False,Latitude 15 3000,Latitude 15 3000,8.0,256.0,15.95,8.0,256.0,i5-10210u,15.6,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,6800000.0
Unknown,True,ASUS,False,ROG Strix,ROG Strix,16.0,512.0,15.95,,,Unknown,,16.0,512.0,15.95,False,False,False,False,False,True,Unknown,Missing,False,Dedicated - Other/Entry,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,ROG Strix,False,False,10100000.0
Unknown,True,Lenovo,False,ThinkPad,ThinkPad,16.0,127.0,13.95,12.0,,Unknown,,16.0,127.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,12.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,ThinkPad,False,False,3200000.0
Trung Quốc,False,Dell,False,Gaming G3,Gaming G3,8.0,256.0,15.95,4.0,,i5-10300h,,8.0,256.0,15.95,False,False,False,False,False,False,Intel,Mid,False,Dedicated - Other/Entry,False,0.0,Expired,False,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,8500000.0
Mỹ,False,Dell,False,Latitude,Latitude,,,11.95,8.0,,Unknown,,8.0,,11.95,True,True,False,False,False,False,Intel,Mid,False,Unclear,False,,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Latitude,False,False,5099000.0
Unknown,True,ASUS,False,VivoBook Seriers,VivoBook Seriers,4.0,,,4.0,,n4020,,4.0,,,False,True,True,False,True,False,Intel,Low,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,2500000.0
Việt Nam,False,Lenovo,False,Dòng Khác,Dòng Khác,8.0,256.0,13.95,8.0,256.0,i5-12500h,14.0,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Unclear,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Dòng Khác,False,False,6900000.0
Unknown,True,Dell,False,Inspiron,Inspiron,,,,16.0,512.0,Unknown,,16.0,512.0,,True,True,True,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Inspiron,False,False,9999999.0
Việt Nam,False,Apple,False,MacBook Pro Touch Bar,MacBook Pro Touch Bar,16.0,256.0,15.95,16.0,256.0,Unknown,16.0,16.0,256.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Integrated - AMD Radeon,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,Other,False,True,10900000.0
Việt Nam,False,ASUS,False,X Series,X Series,8.0,,15.95,,,Unknown,,8.0,,15.95,False,True,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,X Series,False,False,3600000.0
Unknown,True,Lenovo,False,Legion Pro 5,Legion Pro 5,16.0,1024.0,15.95,,,Unknown,,16.0,1024.0,15.95,False,False,False,False,False,False,AMD,High,False,Dedicated - Other/Entry,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,36490000.0
Unknown,True,Lenovo,False,Yoga,Yoga,8.0,256.0,13.95,,,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,4800000.0
Mỹ,False,Dell,False,Precision 15 3000,Precision 15 3000,16.0,512.0,15.95,16.0,512.0,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Dell,Other,False,True,9700000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,16.0,256.0,15.95,16.0,256.0,Unknown,,16.0,256.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,5000000.0
Unknown,True,Apple,False,MacBook Pro,MacBook Pro,8.0,250.0,,8.0,,Unknown,,8.0,250.0,,False,False,True,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Pro,False,False,3500000.0
Unknown,True,Acer,False,Nitro 5,Nitro 5,16.0,512.0,15.95,16.0,512.0,Unknown,15.6,16.0,512.0,15.95,False,False,False,False,False,False,AMD,Other,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Acer,Nitro 5,False,False,10900000.0
Nhật Bản,False,Apple,False,MacBook,MacBook,8.0,512.0,11.95,,,Unknown,,8.0,512.0,11.95,False,False,False,False,False,False,Intel,Mid,False,Unclear,False,3.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),True,False,Apple,Other,False,True,6800000.0
Unknown,True,Lenovo,False,Ideapad Slim,Ideapad Slim,16.0,512.0,15.95,16.0,512.0,Unknown,,16.0,512.0,15.95,False,False,False,False,False,False,AMD,Mid,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,12000000.0
Unknown,True,Apple,False,MacBook Air M2,MacBook Air M2,8.0,256.0,,8.0,256.0,m2,,8.0,256.0,,False,False,True,False,False,False,Apple,Mid,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,Apple,MacBook Air M2,False,False,15500000.0
Mỹ,False,Apple,False,MacBook Air,MacBook Air,8.0,127.0,13.95,8.0,,i5 2017,13.0,8.0,127.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Mới,False,False,Apple,MacBook Air,False,False,3650000.0
Unknown,True,ASUS,False,ZenBook Pro 14 OLED,ZenBook Pro 14 OLED,8.0,512.0,13.95,,,Unknown,,8.0,512.0,13.95,False,False,False,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,ASUS,Other,False,True,13500000.0
Mỹ,False,ASUS,False,ROG Strix G18,ROG Strix G18,32.0,1024.0,17.95,,,Unknown,,32.0,1024.0,17.95,False,False,False,False,False,False,AMD,High,False,Dedicated - Other/Entry,False,1.0,Active,True,SSD,False,Mới,False,False,ASUS,Other,False,True,50000000.0
Nhật Bản,False,Lenovo,False,ThinkPad X1 Yoga Gen 5,ThinkPad X1 Yoga Gen 5,8.0,256.0,13.95,,,Unknown,,8.0,256.0,13.95,False,False,False,False,False,False,Intel,Mid,False,Integrated - Intel,False,1.0,Active,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Lenovo,Other,False,True,6500000.0
Mỹ,False,HP,False,Compaq,Compaq,8.0,127.0,,8.0,128.0,Unknown,,8.0,127.0,,False,False,True,False,False,False,Intel,Mid,True,Missing,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,HP,Other,False,True,2700000.0
Unknown,True,Razer,False,Blade,Blade,16.0,512.0,15.95,16.0,512.0,i7-10750h,15.6,16.0,512.0,15.95,False,False,False,False,False,False,Intel,Upper-mid,False,Dedicated - Other/Entry,False,,Manufacturer,True,SSD,False,Đã sử dụng (chưa sửa chữa),False,False,Other,Other,True,True,19900000.0
