shop_1_name,product_id,spec_key,brand_clean,cpu_model_clean,ram_gb_clean,storage_gb_clean,screen_size_clean,shop_2_name,shop_3_name,shop_1_price_clean,shop_2_price_clean,shop_3_price_clean,price_median,price_spread_clean_pct,flag_price_spread_warn,flag_price_spread_critical,sample_group,shop_1_price_relative_outlier,shop_2_price_relative_outlier,shop_3_price_relative_outlier,shop_1_price_domain_outlier,shop_2_price_domain_outlier,shop_3_price_domain_outlier,Kích thước (inch),screen_size_outlier,Dung lượng RAM,ram_capacity_outlier,Hãng sản xuất,brand_grouped
vietmob.com,1162,ASUS|1135G7|8.0|512.0|14.0,ASUS,1135G7,8.0,512.0,14.0,alpha.vn,tic.vn,,21900000.0,27441000.0,24670500.0,0.2246002310451754,False,False,soft_duplicate_groups,,,,,,,,,,,,
maytinhdatcang.vn,1229,ASUS|1135G7|8.0|512.0|14.0,ASUS,1135G7,8.0,512.0,14.0,anp.com.vn,compro.com.vn,27990000.0,29990000.0,30000000.0,29990000.0,0.06702234078026,False,False,soft_duplicate_groups,,,,,,,,,,,,
laptopnow.vn,802,ASUS|1135G7|8.0|512.0|14.0,ASUS,1135G7,8.0,512.0,14.0,anp.com.vn,maytinhf5.vn,20000000.0,31490000.0,32100000.0,31490000.0,0.3842489679263258,True,False,soft_duplicate_groups,,,,,,,,,,,,
truongphatpc.com,552,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,hoandang.vn,kigimart.com,12800000.0,12800000.0,12990000.0,12800000.0,0.01484375,False,False,soft_duplicate_groups,,,,,,,,,,,,
drtao.vn,729,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,viettablet.com,vsmart.io.vn,10997800.0,13000000.0,15598800.0,13000000.0,0.3539230769230769,True,False,soft_duplicate_groups,,,,,,,,,,,,
protech247.vn,2496,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,laptoptaithinh.vn,thuannhanphotocopy.com,13990000.0,14500000.0,15000000.0,14500000.0,0.0696551724137931,False,False,soft_duplicate_groups,,,,,,,,,,,,
kigimart.com,1408,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,eaz.com.vn,anp.com.vn,12990000.0,14599000.0,14690000.0,14599000.0,0.1164463319405438,False,False,soft_duplicate_groups,,,,,,,,,,,,
maiden.vn,2470,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,maytinhkiengiang.com,tncstore.vn,14800000.0,15690000.0,15690000.0,15690000.0,0.0567240280433397,False,False,soft_duplicate_groups,,,,,,,,,,,,
tinhocsangtao.vn,2618,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,tiki.vn,laptopxachtay.com.vn,15999000.0,17143200.0,11990000.0,15999000.0,0.3220951309456841,True,False,soft_duplicate_groups,,,,,,,,,,,,
laptop43.vn,3117,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,compro.com.vn,mscshop.vn,12500000.0,16600000.0,17680000.0,16600000.0,0.3120481927710843,True,False,soft_duplicate_groups,,,,,,,,,,,,
hungphuc.vn,2880,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,anp.com.vn,gland.vn,17090000.0,16990000.0,20090000.0,17090000.0,0.1813926272674078,False,False,soft_duplicate_groups,,,,,,,,,,,,
laptoptld.com,1265,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,laptopxachtay.com.vn,compro.com.vn,12500000.0,17290000.0,18400000.0,17290000.0,0.3412377096587622,True,False,soft_duplicate_groups,,,,,,,,,,,,
maytinhdatcang.vn,3675,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,anp.com.vn,vietmob.com,16190000.0,18490000.0,18909000.0,18490000.0,0.147052460789616,False,False,soft_duplicate_groups,,,,,,,,,,,,
tinhocsangtao.vn,1183,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,vinhphatstore.vn,vitinhsangtao.vn,18590000.0,18500000.0,18590000.0,18590000.0,0.0048413125336202,False,False,soft_duplicate_groups,,,,,,,,,,,,
compro.com.vn,2612,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,mayinsieutoc.com.vn,svcvietnam.com.vn,17900000.0,19740000.0,19900000.0,19740000.0,0.1013171225937183,False,False,soft_duplicate_groups,,,,,,,,,,,,
laptopfull.com,1289,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,cameraquangngai.vn,anp.com.vn,18895000.0,19790000.0,19890000.0,19790000.0,0.0502779181404749,False,False,soft_duplicate_groups,,,,,,,,,,,,
anp.com.vn,2681,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,compro.com.vn,gland.vn,16120000.0,19900000.0,20690000.0,19900000.0,0.2296482412060301,False,False,soft_duplicate_groups,,,,,,,,,,,,
maytinhdatcang.vn,3073,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,maytinhkiengiang.com,compro.com.vn,17290000.0,19990000.0,21000000.0,19990000.0,0.1855927963981991,False,False,soft_duplicate_groups,,,,,,,,,,,,
cameraquangngai.vn,3036,ASUS|1135G7|8.0|512.0|15.6,ASUS,1135G7,8.0,512.0,15.6,mylook.vn,compro.com.vn,21790000.0,21919000.0,21980000.0,21919000.0,0.0086682786623477,False,False,soft_duplicate_groups,,,,,,,,,,,,
maytinhnhapkhau.com.vn,4192,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,maytinhanphat.vn,laptopfull.com,7300000.0,7600000.0,11779000.0,7600000.0,0.5893421052631579,True,True,soft_duplicate_groups,,,,,,,,,,,,
vodien.vn,773,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,gamalaptop.vn,tashop.com.vn,6990000.0,9200000.0,12290000.0,9200000.0,0.5760869565217391,True,True,soft_duplicate_groups,,,,,,,,,,,,
vienthonglelong.com,3429,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,laptopfull.com,sondat.vn,11900000.0,12189000.0,12590000.0,12189000.0,0.0566084174255476,False,False,soft_duplicate_groups,,,,,,,,,,,,
laptopfull.com,3660,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,compro.com.vn,vienthonglegia.com,12190000.0,12350000.0,12390000.0,12350000.0,0.0161943319838056,False,False,soft_duplicate_groups,,,,,,,,,,,,
sondat.vn,3968,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,anhtaigroup.com,letrangia.com,12390000.0,12590000.0,13450000.0,12590000.0,0.0841938046068308,False,False,soft_duplicate_groups,,,,,,,,,,,,
compro.com.vn,549,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,letrangia.com,mucindongnai.com,12200000.0,12990000.0,13190000.0,12990000.0,0.0762124711316397,False,False,soft_duplicate_groups,,,,,,,,,,,,
sondat.vn,1986,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,laptopfull.com,compro.com.vn,12850000.0,13290000.0,13530000.0,13290000.0,0.0511662904439428,False,False,soft_duplicate_groups,,,,,,,,,,,,
sondat.vn,2863,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,compro.com.vn,letrangia.com,12250000.0,13400000.0,14350000.0,13400000.0,0.1567164179104477,False,False,soft_duplicate_groups,,,,,,,,,,,,
dienmayquangminh.com,230,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,compro.com.vn,letrangia.com,13400000.0,13450000.0,13850000.0,13450000.0,0.0334572490706319,False,False,soft_duplicate_groups,,,,,,,,,,,,
laptopfull.com,3640,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,mylook.vn,nnkk.vn,13619000.0,13639000.0,13890000.0,13639000.0,0.019869491898233,False,False,soft_duplicate_groups,,,,,,,,,,,,
laptopfull.com,2521,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,compro.com.vn,owlgaming.vn,14790000.0,15550000.0,15950000.0,15550000.0,0.0745980707395498,False,False,soft_duplicate_groups,,,,,,,,,,,,
cameranhapkhau.com,2258,ASUS|8250U|4.0|1024.0|15.6,ASUS,8250U,4.0,1024.0,15.6,compro.com.vn,laptopfull.com,15400000.0,16600000.0,16790000.0,16600000.0,0.0837349397590361,False,False,soft_duplicate_groups,,,,,,,,,,,,
cellphones.com.vn,120,Dell|1235U|16.0|512.0|15.6,Dell,1235U,16.0,512.0,15.6,vitinhkiengiang.com,hacom.vn,9290000.0,12290000.0,12999000.0,12290000.0,0.3017900732302685,True,False,soft_duplicate_groups,,,,,,,,,,,,
hacom.vn,4201,Dell|1235U|16.0|512.0|15.6,Dell,1235U,16.0,512.0,15.6,maytinhlangson.vn,3bcomputer.com,12399000.0,12400000.0,15499000.0,12400000.0,0.25,False,False,soft_duplicate_groups,,,,,,,,,,,,
tinhocsangtao.vn,3564,Dell|1235U|16.0|512.0|15.6,Dell,1235U,16.0,512.0,15.6,shopee.vn,vitinhsangtao.vn,13990000.0,15888000.0,13990000.0,13990000.0,0.1356683345246604,False,False,soft_duplicate_groups,,,,,,,,,,,,
cellphones.com.vn,3806,Dell|1235U|16.0|512.0|15.6,Dell,1235U,16.0,512.0,15.6,ben.com.vn,huucomputer.com,12390000.0,16208000.0,14200000.0,14200000.0,0.2688732394366197,False,False,soft_duplicate_groups,,,,,,,,,,,,
tinhocsangtao.vn,709,Dell|1235U|16.0|512.0|15.6,Dell,1235U,16.0,512.0,15.6,vitinhsangtao.vn,hoangphatvn.vn,14390000.0,14390000.0,14850000.0,14390000.0,0.0319666435024322,False,False,soft_duplicate_groups,,,,,,,,,,,,
dienmayxanh.com,1660,Dell|1235U|16.0|512.0|15.6,Dell,1235U,16.0,512.0,15.6,eaz.com.vn,hoangphatvn.vn,15990000.0,14999000.0,15090000.0,15090000.0,0.0656726308813784,False,False,soft_duplicate_groups,,,,,,,,,,,,
