quarantine_reason,url,price,title,Hãng,Dòng máy,Tình trạng,Chính sách bảo hành,Kích cỡ màn hình,Bộ vi xử lý,RAM,Card màn hình,Ổ cứng,Xuất xứ,Loại ổ cứng,_price,is_price_missing,is_price_outlier,price_segment,origin_clean,origin_missing_or_unknown,brand_clean,brand_from_title,brand_mismatch_title,model_clean,model_from_title,model_recovered,_ram_gb,_storage_gb,_screen_size_inch,_title_ram_gb,_title_storage_gb,_title_cpu,_title_screen_size_inch,_ram_gb_filled,_storage_gb_filled,_screen_size_inch_filled,ram_missing,storage_capacity_missing,screen_missing,ram_suspicious,storage_missing_all,cpu_missing,cpu_brand,cpu_tier,gpu_missing,gpu_tier,potential_dedicated_gpu,warranty_months,warranty_status,has_warranty,storage_type_clean,was_storage_type_imputed,condition_clean,new_low_price,repair_mismatch,condition_warranty_inconsistent,brand_grouped,model_grouped,brand_is_rare,model_is_rare,_ram_gb_original_before_qc,_ram_gb_filled_original_before_qc,_title_ram_gb_original_before_qc,ram_gb_original_before_qc
missing_target__price,https://www.chotot.com/mua-ban-quan-long-bien-ha-noi/131924823.htm,,TẶNG MIẾNG VÀNG 24K CHO NGƯỜI HỮU DUYÊN,Dell,Inspiron 15,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,,,,,,Đang cập nhật,,,True,False,,Unknown,True,Dell,Unknown,False,Inspiron 15,Unknown,Inspiron 15,,,,,,Unknown,,,,,True,True,True,False,True,True,Unknown,Missing,True,Missing,False,,Manufacturer,True,Unknown,False,Đã sử dụng (chưa sửa chữa),False,False,False,Dell,Other,False,True,,,,
