price_segment,n,mae,rmse,mape_pct,median_ape_pct,mean_residual,underprediction_rate,overprediction_rate
very_low,292.0,1.3813982982115143,1.9196523770195613,51.322246661062074,35.571347456025656,-1.0556143718888662,0.24315068493150685,0.7568493150684932
low,292.0,1.5681844622611905,2.3199332875922254,24.880380112225843,17.314314139893188,-0.5188237042657908,0.4280821917808219,0.571917808219178
mid,293.0,2.594978658605554,3.714640963146545,25.032503385959494,19.241177684052484,-0.08247355960131528,0.5290102389078498,0.4709897610921502
high,291.0,3.101201182517098,4.246563979389596,18.445597286890642,13.698605207441073,0.38017087703572816,0.5532646048109966,0.44673539518900346
very_high,292.0,7.674994235177647,10.849174457206775,20.17211644433111,16.61893088613378,3.9808123500865564,0.6712328767123288,0.3287671232876712
