experiment_type,experiment_name,model_name,target_used,evaluation_scale,predict_time_sec,test_mae,test_rmse,test_r2,test_mape,test_mape_pct,test_median_ae,test_max_error
notebook12_baseline_pkl,notebook12_LightGBM_target_price,LightGBM,target_price,target_price,0.01608910000140895,2.701365733795428,4.339937595259495,0.9189136804633407,0.27224224326794016,27.224224326794015,1.6756616409408585,38.235603168466696
notebook12_baseline_pkl,notebook12_LightGBM_log_target_price,LightGBM,log_target_price,target_price,0.010776999999507098,2.655766591426461,4.552413664812826,0.9107796226921493,0.22699120570814063,22.699120570814063,1.4989350040108587,43.21911348851558
notebook12_baseline_pkl,notebook12_CatBoost_target_price,CatBoost,target_price,target_price,0.008326799998030765,3.0435595934301465,4.813976803828947,0.9002326112186451,0.3074643869510816,30.746438695108157,1.905099459763776,44.37391473370608
notebook12_baseline_pkl,notebook12_CatBoost_log_target_price,CatBoost,log_target_price,target_price,0.0037105000010342337,3.0751919126450447,5.147467866191192,0.8859309282960683,0.25794010947476376,25.794010947476377,1.7111178685844763,48.61597432378443
