model_name,version,mae,rmse,r2,mape_pct,median_ae,max_error,delta_mae_vs_baseline,delta_rmse_vs_baseline,pct_mae_improvement,pct_rmse_improvement
LightGBM,baseline,3.3665951590801564,5.7848789171213095,0.8559314565739385,31.900376065081794,1.9175585145053957,51.697961875007536,0.0,0.0,0.0,0.0
CatBoost,baseline,3.4741048022045398,5.819254610376691,0.8542141619835899,33.508767379905336,2.058037612602557,51.909616944939614,0.0,0.0,0.0,0.0
LightGBM,tuned,3.3702743528992913,5.842258051447849,0.8530593047103583,31.66580161335539,1.8741321349355937,51.817338010419306,0.0036791938191349516,0.057379134326539294,-0.10928530593325649,-0.9918813366467572
CatBoost,tuned,3.372625966955601,5.912733148042646,0.8494928344487745,32.25401622283682,1.942894396058339,56.17132184801251,-0.10147883524893864,0.0934785376659546,2.9210067348729343,-1.6063661744455542
