model_name,version,mean_mae,std_mae,mean_rmse,std_rmse,mean_r2,std_r2,mean_mape_pct,std_mape_pct,mean_median_ae,std_median_ae,mean_max_error,std_max_error
CatBoost,tuned,3.183990923288797,0.1136997060615585,5.2255906785150135,0.26300133206309273,0.8825756192045521,0.020024138879266937,30.672717590462526,0.9688276776978106,1.844329088960769,0.06847954598207191,44.89761660836734,12.263058860734825
LightGBM,tuned,3.2573947380848636,0.08137355299239102,5.3649213250919905,0.22571701449223763,0.8766083552231192,0.017354048622177102,30.751778157920178,1.1667818057851531,1.9044466712583183,0.06981177042669684,44.56309465816044,11.081889135935354
CatBoost,baseline,3.3317731630491267,0.14957864368520557,5.408551291742523,0.2736180873476929,0.8741829535416737,0.021844886376641223,32.35313205309869,1.42725361527213,1.9616006060204796,0.14307273509013801,45.891147046481564,13.705007574280105
LightGBM,baseline,3.2949036430212404,0.12871350641424542,5.478385932478458,0.3049912649757892,0.871035864052911,0.021889276299448524,30.991299272785728,1.2114647606789612,1.8833136914764608,0.08821372844316847,47.601071248809305,12.469042127133196
