mae,rmse,r2,mape,median_ae,max_error,model_name,model_type,target_used,evaluation_scale
0.2507281464253774,0.3238592576447456,0.8308575296476113,0.11846246127420189,0.2021052494633191,1.8512731465278018,Linear Regression,linear,log_target_price,log_target_price
0.25011777490906606,0.32299923334099573,0.8317546692843002,0.11823160480231125,0.2031406530177602,1.8561978728264312,Ridge,linear,log_target_price,log_target_price
0.25147887728854174,0.3233972535022714,0.8313397686527714,0.11930264442040774,0.20125275577215784,1.8643705805087658,Lasso,linear,log_target_price,log_target_price
0.25106404609113314,0.32314806100924887,0.8315995894798174,0.11898879411005579,0.20045264620502168,1.8608792116983222,ElasticNet,linear,log_target_price,log_target_price
0.2225350155095456,0.294086695467688,0.8605267914267516,0.10730560280623015,0.17368734727314616,1.8117029357924033,Random Forest,tree_ensemble,log_target_price,log_target_price
0.23748264712110476,0.3215055682324909,0.8333071257501883,0.11390096628487062,0.17621932264946416,1.7921887441219544,Extra Trees,tree_ensemble,log_target_price,log_target_price
0.21155528439249366,0.28139427622415264,0.872305981078642,0.10189668052857052,0.16382019350535115,2.0831094191655772,LightGBM,gradient_boosting,log_target_price,log_target_price
0.21370566625045043,0.28431846272665684,0.8696382560474644,0.10211765834692854,0.16523346772681247,2.1042048058072433,CatBoost,gradient_boosting,log_target_price,log_target_price
