shop_1_name,product_id,spec_key,brand_clean,cpu_model_clean,ram_gb_clean,storage_gb_clean,screen_size_clean,shop_2_name,shop_3_name,shop_1_price_clean,shop_2_price_clean,shop_3_price_clean,price_median,price_spread_clean_pct,flag_price_spread_warn,flag_price_spread_critical,shop_1_price_domain_outlier,shop_2_price_domain_outlier,shop_3_price_domain_outlier,shop_1_price_relative_outlier,shop_2_price_relative_outlier,shop_3_price_relative_outlier,n_prices_raw,n_prices_clean
laptopfull.com,830,Dell|8550U|16.0|512.0|13.3,Dell,8550U,16.0,512.0,13.3,compro.com.vn,owlgaming.vn,27490000.0,51550000.0,52200000.0,51550000.0,0.4793404461687682,True,False,False,False,False,False,False,False,3,3
hkc.vn,834,HP|1165G7|8.0|256.0|14.0,HP,1165G7,8.0,256.0,14.0,duyhungcomputer.vn,eaz.com.vn,18355000.0,12000000.0,19299000.0,18355000.0,0.397657314083356,True,False,False,False,False,False,False,False,3,3
thienthanhcomputer.com,855,ASUS|1005G1|4.0|256.0|15.6,ASUS,1005G1,4.0,256.0,15.6,laptop43.vn,sondat.vn,6500000.0,7500000.0,11590000.0,7500000.0,0.6786666666666666,True,True,False,False,False,False,False,False,3,3
laptopk1.vn,857,ASUS|8945HS|32.0|1024.0|14.0,ASUS,8945HS,32.0,1024.0,14.0,redlaptop.vn,tncstore.vn,33500000.0,37500000.0,53390000.0,37500000.0,0.5304,True,True,False,False,False,False,False,False,3,3
shopee.vn,861,Lenovo|7730U|8.0|512.0|14.0,Lenovo,7730U,8.0,512.0,14.0,eaz.com.vn,skycomputer.vn,18990000.0,13299000.0,18920000.0,18920000.0,0.3007928118393235,True,False,False,False,False,False,False,False,3,3
fptshop.com.vn,862,Acer|1305U|8.0|256.0|15.6,Acer,1305U,8.0,256.0,15.6,vitinhmanhphat.com,nova.com.vn,13490000.0,10150000.0,10890000.0,10890000.0,0.3067033976124885,True,False,False,False,False,False,False,False,3,3
tinhocsangtao.vn,863,Dell|1115G4|4.0|256.0|15.6,Dell,1115G4,4.0,256.0,15.6,tiki.vn,shopee.vn,8999000.0,11760000.0,16500000.0,11760000.0,0.6378401360544218,True,True,False,False,False,False,False,False,3,3
hungphuc.vn,872,HP|1235U|8.0|256.0|15.6,HP,1235U,8.0,256.0,15.6,tinhocsangtao.vn,tiki.vn,10380000.0,13590000.0,16200000.0,13590000.0,0.4282560706401766,True,False,False,False,False,False,False,False,3,3
vodien.vn,875,HP|N3700|2.0|500.0|15.6,HP,N3700,2.0,500.0,15.6,viettinphatcomputer.com,compro.com.vn,3400000.0,4500000.0,6390000.0,4500000.0,0.6644444444444444,True,True,False,False,False,False,False,False,3,3
tinhocsangtao.vn,876,Unknown|1115G4|4.0|256.0|15.6,Unknown,1115G4,4.0,256.0,15.6,maytinhgiapham.com,anp.com.vn,13950000.0,8090000.0,12990000.0,12990000.0,0.4511162432640492,True,False,False,False,False,False,False,False,3,3
duyhungcomputer.vn,884,ASUS|12700H|16.0|512.0|15.6,ASUS,12700H,16.0,512.0,15.6,eaz.com.vn,sanpham.microstar.vn,35390000.0,36499000.0,48591000.0,36499000.0,0.3616811419490945,True,False,False,False,False,False,False,False,3,3
hungphuc.vn,890,HP|1215U|4.0|256.0|14.0,HP,1215U,4.0,256.0,14.0,tinhocsangtao.vn,vienmaytinh.com,10980000.0,13490000.0,7283000.0,10980000.0,0.5653005464480875,True,True,False,False,False,False,False,False,3,3
hungphuc.vn,904,MSI|1155G7|8.0|512.0|14.0,MSI,1155G7,8.0,512.0,14.0,tiki.vn,hopthanhthinh.com,13790000.0,21990000.0,13990000.0,13990000.0,0.586132952108649,True,True,False,False,False,False,False,False,3,3
surfaceviet.vn,916,Microsoft|13700H|32.0|1024.0|14.4,Microsoft,13700H,32.0,1024.0,14.4,maytinhnguyenthanh.com,maytinhninhbinh.vn,64900000.0,47990000.0,47990000.0,47990000.0,0.352365076057512,True,False,False,False,False,False,False,False,3,3
shopee.vn,924,ASUS|7435HS|16.0|512.0|15.6,ASUS,7435HS,16.0,512.0,15.6,phongvudalat.com,eaz.com.vn,18690000.0,11000000.0,16199000.0,16199000.0,0.474720661769245,True,False,False,False,False,False,False,False,3,3
laptop15.vn,932,MSI|12450H|8.0|512.0|15.6,MSI,12450H,8.0,512.0,15.6,maytinhquanganh.com,tuanlocstore.vn,11700000.0,13499000.0,15990000.0,13499000.0,0.3178013186161938,True,False,False,False,False,False,False,False,3,3
shopee.vn,953,Dell|5625U|8.0|512.0|14.0,Dell,5625U,8.0,512.0,14.0,onlylap.vn,maytinhgiare.vn,19990000.0,11890000.0,12290000.0,12290000.0,0.6590724165988608,True,True,False,False,False,False,False,False,3,3
laptop36.vn,968,Dell|8265U|4.0|1024.0|15.6,Dell,8265U,4.0,1024.0,15.6,sondat.vn,compro.com.vn,8500000.0,12990000.0,14800000.0,12990000.0,0.4849884526558891,True,False,False,False,False,False,False,False,3,3
shopee.vn,971,ASUS|13650HX|16.0|1024.0|16.0,ASUS,13650HX,16.0,1024.0,16.0,vitinhmanhphat.com,laptopworld.vn,38990000.0,29050000.0,29390000.0,29390000.0,0.3382102756039469,True,False,False,False,False,False,False,False,3,3
laptophitech.vn,975,ASUS|9750H|8.0|512.0|17.3,ASUS,9750H,8.0,512.0,17.3,maytinhbienhoa.vn,laptoptld.com,17500000.0,23090000.0,25900000.0,23090000.0,0.3637938501515808,True,False,False,False,False,False,False,False,3,3
nguyenkim.com,982,HP|13420H|16.0|512.0|15.6,HP,13420H,16.0,512.0,15.6,eaz.com.vn,vitinhmanhphat.com,26990000.0,19799000.0,23850000.0,23850000.0,0.3015094339622641,True,False,False,False,False,False,False,False,3,3
icare.center,995,Dell|1135G7|16.0|256.0|14.0,Dell,1135G7,16.0,256.0,14.0,delllatitude.vn,zin100.vn,13557000.0,14490000.0,18000000.0,14490000.0,0.3066252587991718,True,False,False,False,False,False,False,False,3,3
cellphones.com.vn,1018,LG|1240P|8.0|256.0|14.0,LG,1240P,8.0,256.0,14.0,old.bachlongmobile.com,mixicomputer.vn,13090000.0,16890000.0,20890000.0,16890000.0,0.4618117229129662,True,False,False,False,False,False,False,False,3,3
ben.com.vn,1045,HP|7535U|16.0|512.0|14.0,HP,7535U,16.0,512.0,14.0,truongphatpc.com,tnc.com.vn,19990000.0,23500000.0,31490000.0,23500000.0,0.4893617021276595,True,False,False,False,False,False,False,False,3,3
huynhlongstore.com,1065,Dell|12800H|32.0|1024.0|15.6,Dell,12800H,32.0,1024.0,15.6,hanoilab.com,laptopgiasi.vn,26800000.0,27950000.0,35490000.0,27950000.0,0.310912343470483,True,False,False,False,False,False,False,False,3,3
tinhocsangtao.vn,1073,Dell|1165G7|8.0|512.0|14.0,Dell,1165G7,8.0,512.0,14.0,tiki.vn,hoanvinh.vn,22100000.0,28483200.0,20990000.0,22100000.0,0.3390588235294117,True,False,False,False,False,False,False,False,3,3
tinhocsangtao.vn,1078,HP|5500U|8.0|256.0|14.0,HP,5500U,8.0,256.0,14.0,eaz.com.vn,sondat.vn,14300000.0,9799000.0,10990000.0,10990000.0,0.4095541401273885,True,False,False,False,False,False,False,False,3,3
hungphuc.vn,1085,HP|1260P|8.0|512.0|15.6,HP,1260P,8.0,512.0,15.6,hkc.vn,shopee.vn,17090000.0,17500000.0,22990000.0,17500000.0,0.3371428571428571,True,False,False,False,False,False,False,False,3,3
hungphuc.vn,1088,HP|1165G7|8.0|512.0|15.6,HP,1165G7,8.0,512.0,15.6,tinhocsangtao.vn,fpsvietnam.com.vn,15290000.0,19990000.0,15280000.0,15290000.0,0.3080444735120994,True,False,False,False,False,False,False,False,3,3
cellphones.com.vn,1093,Lenovo|13420H|16.0|512.0|14.0,Lenovo,13420H,16.0,512.0,14.0,dienmayxanh.com,surfaceviet.vn,12290000.0,15490000.0,17990000.0,15490000.0,0.367979341510652,True,False,False,False,False,False,False,False,3,3
dienmayxanh.com,1107,ASUS|12500H|16.0|512.0|16.0,ASUS,12500H,16.0,512.0,16.0,shopee.vn,vodien.vn,18690000.0,24990000.0,13500000.0,18690000.0,0.6147672552166934,True,True,False,False,False,False,False,False,3,3
tritienlaptop.com,1113,Microsoft|165H|32.0|256.0|13.5,Microsoft,165H,32.0,256.0,13.5,surfacechain.vn,surfacehcm.vn,20999000.0,21499000.0,34990000.0,21499000.0,0.6507744546257965,True,True,False,False,False,False,False,False,3,3
hkc.vn,1129,HP|8845HS|32.0|512.0|16.1,HP,8845HS,32.0,512.0,16.1,ben.com.vn,tncstore.vn,32800000.0,37939000.0,27990000.0,32800000.0,0.3033231707317073,True,False,False,False,False,False,False,False,3,3
ababa.com.vn,1142,Dell|10510U|16.0|512.0|13.3,Dell,10510U,16.0,512.0,13.3,compro.com.vn,d2ksuachuabaotri.vn,33300000.0,51900000.0,52470000.0,51900000.0,0.369364161849711,True,False,False,False,False,False,False,False,3,3
tiki.vn,1143,Dell|1125G4|8.0|256.0|13.3,Dell,1125G4,8.0,256.0,13.3,dienmayxanh.com,tinhocnhuy.vn,18724800.0,18939273.0,12490000.0,18724800.0,0.3444241327010168,True,False,False,False,False,False,False,False,3,3
vodien.vn,1146,ASUS|125H|16.0|512.0|14.0,ASUS,125H,16.0,512.0,14.0,eaz.com.vn,compro.com.vn,15500000.0,22199000.0,23890000.0,22199000.0,0.3779449524753367,True,False,False,False,False,False,False,False,3,3
ben.com.vn,1158,HP|14900HX|64.0|2048.0|16.0,HP,14900HX,64.0,2048.0,16.0,laptoptld.com,hungphatlaptop.com,102258000.0,54000000.0,62000000.0,62000000.0,0.7783548387096774,True,True,False,False,False,False,False,False,3,3
hungphuc.vn,1159,ASUS|10300H|8.0|512.0|15.6,ASUS,10300H,8.0,512.0,15.6,laptophd.vn,bachkhoayenbai.com,14870000.0,10000000.0,12000000.0,12000000.0,0.4058333333333333,True,False,False,False,False,False,False,False,3,3
hkc.vn,1179,ASUS|8750H|8.0|1152.0|15.6,ASUS,8750H,8.0,1152.0,15.6,maytinhnhapkhau.com.vn,laptopminhha.vn,22850000.0,15999000.0,23950000.0,22850000.0,0.3479649890590809,True,False,False,False,False,False,False,False,3,3
tinhocsangtao.vn,1182,HP|1135G|8.0|256.0|14.0,HP,1135G,8.0,256.0,14.0,duyhungcomputer.vn,meta.vn,16499000.0,11290000.0,14250000.0,14250000.0,0.3655438596491228,True,False,False,False,False,False,False,False,3,3
laptoptld.com,1189,Dell|236V|16.0|256.0|16.0,Dell,236V,16.0,256.0,16.0,laptops.vn,laptoptcc.com,33990000.0,38990000.0,51000000.0,38990000.0,0.4362657091561939,True,False,False,False,False,False,False,False,3,3
shopee.vn,1192,ASUS|6800H|8.0|512.0|15.6,ASUS,6800H,8.0,512.0,15.6,techcare.vn,xrazer.vn,34999000.0,19800000.0,20990000.0,20990000.0,0.7241067174845164,True,True,False,False,False,False,False,False,3,3
cellphones.com.vn,1196,Lenovo|258V|32.0|1024.0|15.3,Lenovo,258V,32.0,1024.0,15.3,tnc.com.vn,eaz.com.vn,45690000.0,31490000.0,50999000.0,45690000.0,0.4269862114248194,True,False,False,False,False,False,False,False,3,3
cellphones.com.vn,1201,Lenovo|330|16.0|512.0|14.0,Lenovo,330,16.0,512.0,14.0,fptshop.com.vn,hancomputer.vn,19190000.0,25990000.0,21300000.0,21300000.0,0.3192488262910798,True,False,False,False,False,False,False,False,3,3
laptopz1.com,1202,Microsoft|6500Y|4.0|Unknown|10.5,Microsoft,6500Y,4.0,,10.5,surfacecenter.com.vn,laptopx360.vn,6100000.0,11990000.0,12390000.0,11990000.0,0.5246038365304421,True,True,False,False,False,False,False,False,3,3
gamalaptop.vn,1226,HP|8265U|8.0|256.0|13.3,HP,8265U,8.0,256.0,13.3,maytinhnhapkhau.com.vn,laptopfull.com,10500000.0,10990000.0,20819000.0,10990000.0,0.9389444949954504,True,True,False,False,False,False,False,False,3,3
