condition_score,count,mae,rmse,mape_pct,mean_residual,underprediction_count,overprediction_count
3,414,5.884876679651099,9.584251881897073,24.478426768795355,-0.04345501465372924,194,220
2,1036,2.376105051414276,3.5235354117708924,34.94879976483157,-0.05691687327860318,469,567
