target,feature,importance,importance_pct,rank,group
log_target_price,model_Aspire,0.005789019696144811,5.789019696144809e-05,67,other
log_target_price,model_MacBook Pro M2,0.005737230808362541,5.737230808362539e-05,68,other
log_target_price,model_Pavilion 15,0.004420890194443655,4.420890194443653e-05,69,other
log_target_price,model_Latitude 14 7000,0.004092409719822018,4.0924097198220165e-05,70,other
log_target_price,brand_Gigabyte,0.0039029501364541874,3.902950136454186e-05,71,brand
log_target_price,model_Elitebook 800,0.0036889049296497155,3.688904929649714e-05,72,other
log_target_price,model_Latitude,0.0033606920361574396,3.3606920361574384e-05,73,other
log_target_price,model_Vivobook 15,0.0016106285196019836,1.610628519601983e-05,74,other
log_target_price,gpu_type_Apple SoC,0.0007401118869272836,7.401118869272833e-06,75,gpu
log_target_price,cpu_brand_Microsoft SQ,5.85074572094776e-07,5.850745720947757e-09,76,brand
