sample_id,model_name,target_used,actual_price,predicted_price,residual,absolute_error,absolute_percentage_error,prediction_ratio,price_segment,issue_type,ram_gb,storage_gb,screen_size_inch,brand_is_rare,model_is_rare,ram_missing,storage_missing,screen_missing,no_info_brand,no_info_model,no_info_cpu_brand,no_info_cpu_tier,no_info_gpu,storage_ssd,storage_hdd,no_info_storage,condition_score,warranty_encoded,cpu_tier_encoded,brand_ASUS,brand_Acer,brand_Apple,brand_Dell,brand_Gigabyte,brand_HP,brand_LG,brand_Lenovo,brand_MSI,brand_Microsoft,brand_Other,brand_Sony,brand_Toshiba,model_Aspire,model_Elitebook,model_Elitebook 800,model_Gaming Thin GF,model_IdeaPad,model_Inspiron,model_Latitude,model_Latitude 14 7000,model_Latitude E Series,model_Legion,model_Legion 5,model_MacBook Air,model_MacBook Air M1,model_MacBook Air M2,model_MacBook Pro,model_MacBook Pro M1,model_MacBook Pro M2,model_Macbook air m4,model_Nitro 5,model_Other,model_Pavilion 15,model_Precision,model_ProBook,model_ROG Strix,model_TUF Gaming,model_TUF Gaming F15,model_ThinkPad,model_ThinkPad X1 Carbon,model_Vivobook 15,model_Vostro,model_X Series,model_XPS 13,cpu_brand_AMD,cpu_brand_Apple,cpu_brand_Intel,cpu_brand_Microsoft SQ,cpu_brand_Other,cpu_brand_Qualcomm,cpu_family_ord_filled,cpu_family_group_AMD Ryzen,cpu_family_group_Apple Silicon,cpu_family_group_Intel Core Ultra,cpu_family_group_Intel Core i,cpu_family_group_Intel Low End,cpu_intel_generation_ord,cpu_amd_generation_ord,cpu_apple_core_spec,cpu_qualcomm_snapdragon_spec,cpu_suffix_power_ord_filled,gpu_tier_ord_filled,gpu_type_Apple SoC,gpu_type_Dedicated,gpu_type_Integrated,gpu_type_Missing_Info
5510,LightGBM,target_price,12.99,28.09223271095917,-15.10223271095917,15.10223271095917,1.162604519614824,2.1626045195378416,High,extreme_error,16.0,512.0,16.0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,11,0,0,0,3,-1,0,0,0,1
7070,LightGBM,target_price,59.99,74.92978854318949,-14.939788543189486,14.939788543189486,0.2490379820460151,1.2490379820293458,Premium,normal,32.0,1024.0,14.5,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,12,0,0,0,3,3,0,1,0,0
5462,LightGBM,target_price,37.19,22.43457685094478,14.755423149055218,14.755423149055218,0.3967578152368503,0.6032421847362608,Premium,premium_underprediction,16.0,512.0,15.6,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,11,0,0,0,1,-1,0,0,0,1
5457,LightGBM,target_price,53.99,39.482415810709306,14.507584189290696,14.507584189290696,0.2687087273388032,0.7312912726426749,Premium,premium_underprediction,32.0,512.0,15.6,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,10,0,0,0,3,3,0,1,0,0
5433,LightGBM,target_price,62.99,48.49718028393716,14.49281971606284,14.49281971606284,0.2300812782319853,0.7699187217521392,Premium,premium_underprediction,16.0,512.0,16.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,15,0,0,0,4,5,0,1,0,0
6262,LightGBM,target_price,110.99,96.63678794102051,14.35321205897948,14.35321205897948,0.1293198671848829,0.8706801328061072,Premium,premium_underprediction,128.0,512.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1175,LightGBM,target_price,45.9,31.55622739985465,14.34377260014535,14.34377260014535,0.312500492371086,0.6874995076071275,Premium,premium_underprediction,32.0,1024.0,13.95,0,0,0,0,0,0,1,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5464,LightGBM,target_price,127.0,112.68561450703125,14.314385492968754,14.314385492968754,0.112711696794142,0.8872883031979839,Premium,premium_underprediction,64.0,2048.0,16.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,15,0,0,0,4,5,0,1,0,0
7248,LightGBM,target_price,48.99,34.680093832328126,14.309906167671876,14.309906167671876,0.2920985133165907,0.707901486662997,Premium,premium_underprediction,16.0,512.0,16.0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,15,0,0,0,3,-1,0,0,0,1
5733,LightGBM,target_price,20.0,34.24126233678595,-14.241262336785953,14.241262336785953,0.7120631168036944,1.7120631167536944,Premium,severe_error,32.0,1024.0,16.0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0
1370,LightGBM,target_price,46.5,32.43024760243082,14.069752397569182,14.069752397569182,0.3025753203713249,0.6974246796071698,Premium,premium_underprediction,32.0,1024.0,13.95,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
7130,LightGBM,target_price,10.89,24.61625197545262,-13.72625197545262,13.72625197545262,1.2604455440029545,2.260445543911127,High,extreme_error,16.0,512.0,13.3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,11,0,0,0,3,0,0,0,1,0
6690,LightGBM,target_price,60.89,47.33491164604089,13.555088353959114,13.555088353959114,0.2226160018679011,0.7773839981156759,Premium,premium_underprediction,16.0,1024.0,17.3,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,6,0,0,4,-1,0,0,0,1
7244,LightGBM,target_price,46.49,33.62322355789141,12.866776442108597,12.866776442108597,0.2767643889402416,0.7232356110382485,Premium,premium_underprediction,24.0,512.0,13.3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
6283,LightGBM,target_price,17.99,30.80143346050433,-12.811433460504336,12.811433460504336,0.7121419377316396,1.7121419376760532,High,severe_error,16.0,512.0,13.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
6243,LightGBM,target_price,47.499,34.71619797404976,12.78280202595024,12.78280202595024,0.2691172872203862,0.7308827127585609,Premium,premium_underprediction,16.0,1024.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,13,0,0,0,1,0,0,0,1,0
5044,LightGBM,target_price,36.0,23.511029441024245,12.488970558975756,12.488970558975756,0.3469158488508011,0.6530841511214212,Premium,premium_underprediction,16.0,512.0,15.95,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
6497,LightGBM,target_price,96.79,109.18884588706352,-12.398845887063516,12.398845887063516,0.1281004844192108,1.1281004844088791,Premium,normal,64.0,1024.0,14.2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
5900,LightGBM,target_price,27.9,15.582299804559309,12.31770019544069,12.31770019544069,0.4414946306451324,0.5585053693190253,Premium,premium_underprediction,8.0,256.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,11,0,0,0,1,0,0,0,1,0
6044,LightGBM,target_price,24.0,36.254476296232376,-12.254476296232376,12.254476296232376,0.5106031789884072,1.5106031789467405,Premium,severe_error,32.0,1024.0,14.0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,15,0,0,0,3,-1,0,0,0,1
5744,LightGBM,target_price,42.345,30.12440463139067,12.220595368609327,12.220595368609327,0.2885959468253803,0.7114040531510042,Premium,premium_underprediction,24.0,256.0,15.3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
7038,LightGBM,target_price,44.5,32.420616902574224,12.079383097425776,12.079383097425776,0.2714468111720074,0.7285531888055208,Premium,premium_underprediction,16.0,512.0,13.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,11,0,0,0,1,0,0,0,1,0
7023,LightGBM,target_price,38.9,50.97543433612756,-12.075434336127564,12.075434336127564,0.3104224764991554,1.3104224764734484,Premium,moderate_error,16.0,1024.0,16.3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,14,0,0,0,3,4,0,1,0,0
576,LightGBM,target_price,26.7,14.689577883928637,12.010422116071362,12.010422116071362,0.4498285436562372,0.5501714563063096,Premium,premium_underprediction,16.0,512.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
6638,LightGBM,target_price,87.999,99.81088031055629,-11.81188031055629,11.81188031055629,0.1342274379302272,1.1342274379188635,Premium,normal,64.0,2048.0,18.0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,15,0,0,0,4,5,0,1,0,0
6784,LightGBM,target_price,28.799,17.160288575287716,11.638711424712284,11.638711424712284,0.4041359569536493,0.5958640430116272,Premium,premium_underprediction,16.0,512.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,1,0,0,0,1,0
491,LightGBM,target_price,25.8,14.253820076525315,11.546179923474686,11.546179923474686,0.4475263536057038,0.5524736463555365,Premium,premium_underprediction,16.0,512.0,15.95,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
6874,LightGBM,target_price,64.89,76.3269329873888,-11.4369329873888,11.4369329873888,0.1762510862569355,1.1762510862415247,Premium,normal,96.0,2048.0,14.5,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,14,0,0,0,3,3,0,1,0,0
5697,LightGBM,target_price,15.59,26.99150584610015,-11.40150584610015,11.40150584610015,0.7313345635259022,1.7313345634617583,High,severe_error,8.0,512.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,12,0,0,0,1,0,0,0,1,0
5509,LightGBM,target_price,53.29,41.89571312676448,11.394286873235522,11.394286873235522,0.2138166048606062,0.7861833951206286,Premium,premium_underprediction,16.0,1024.0,16.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,15,0,0,0,4,5,0,1,0,0
6571,LightGBM,target_price,129.29,117.90293915591393,11.387060844086063,11.387060844086063,0.0880737941371953,0.91192620585507,Premium,premium_underprediction,128.0,2048.0,18.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,14,0,0,0,4,4,0,1,0,0
5537,LightGBM,target_price,25.99,14.744185635874356,11.245814364125645,11.245814364125645,0.4326977438896862,0.5673022560718374,Premium,premium_underprediction,24.0,512.0,15.3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,7,0,0,3,0,0,0,1,0
5856,LightGBM,target_price,20.709,31.916815918104408,-11.207815918104409,11.207815918104409,0.5412050759362211,1.541205075887933,Premium,severe_error,32.0,1024.0,16.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,7,0,0,1,0,0,0,1,0
5174,LightGBM,target_price,23.49,12.350605518223976,11.139394481776025,11.139394481776025,0.4742185815794723,0.5257814183779563,Premium,premium_underprediction,16.0,512.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
7069,LightGBM,target_price,41.599,30.548243992984943,11.050756007015051,11.050756007015051,0.2656495590458762,0.7343504409300848,Premium,premium_underprediction,16.0,512.0,15.0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,1,0,0,0,1,0
4651,LightGBM,target_price,23.5,12.470803315943405,11.029196684056595,11.029196684056595,0.469327518450522,0.5306724815069248,Premium,premium_underprediction,16.0,512.0,13.95,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6684,LightGBM,target_price,40.5,29.585277353417062,10.914722646582938,10.914722646582938,0.2694993246003318,0.7305006753749769,Premium,premium_underprediction,16.0,1024.0,16.0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,15,0,0,0,1,0,0,0,1,0
6021,LightGBM,target_price,78.2,67.3459761133478,10.8540238866522,10.8540238866522,0.1387982594183299,0.8612017405688823,Premium,premium_underprediction,32.0,2048.0,14.0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,9,0,0,4,5,0,1,0,0
1720,LightGBM,target_price,22.0,11.165175071096971,10.834824928903029,10.834824928903029,0.4924920422004789,0.5075079577540665,Premium,premium_underprediction,16.0,512.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6277,LightGBM,target_price,62.5,73.2690913591971,-10.769091359197104,10.769091359197104,0.1723054617443968,1.1723054617283968,Premium,normal,36.0,1024.0,14.2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
