sample_id,actual_price,predicted_price,model_name,target_used,residual,absolute_error,squared_error,percentage_error,absolute_percentage_error,prediction_ratio,price_segment
3647,3.5,17.1843104791825,CatBoost,log_target_price,-13.6843104791825,13.6843104791825,187.260353290664,-3.909802992935056,3.909802992935056,4.909802992649342,Low
696,1.0,14.346957231955043,CatBoost,log_target_price,-13.346957231955043,13.346957231955043,178.14126735163703,-13.346957218608084,13.346957218608084,14.346957217608084,Low
2299,2.7,14.150570803789051,CatBoost,log_target_price,-11.450570803789052,11.450570803789052,131.11557173258626,-4.240952147980777,4.240952147980777,5.240952147610407,Low
3817,5.2,15.300786989536109,CatBoost,log_target_price,-10.100786989536108,10.100786989536108,102.0258978079819,-1.9424590360757013,1.9424590360757013,2.942459035883394,Low
2155,2.889,10.971570875968087,CatBoost,log_target_price,-8.082570875968088,8.082570875968088,65.32795196504755,-2.797705390505498,2.797705390505498,3.797705390159357,Low
4557,3.2,10.612403389250206,CatBoost,log_target_price,-7.412403389250206,7.412403389250206,54.94372400496793,-2.3163760584168216,2.3163760584168216,3.3163760581043213,Low
5723,5.5,12.390851091144116,CatBoost,log_target_price,-6.890851091144116,6.890851091144116,47.483828760322055,-1.2528820163438608,1.2528820163438608,2.2528820161620424,Low
5617,5.5,12.27427574907287,CatBoost,log_target_price,-6.774275749072871,6.774275749072871,45.8908119244768,-1.231686499607488,1.231686499607488,2.23168649942567,Low
3235,5.5,10.730606325225882,CatBoost,log_target_price,-5.230606325225882,5.230606325225882,27.359242529493,-0.9510193316863386,0.9510193316863386,1.9510193315045203,Low
2114,4.9,10.130199840102538,CatBoost,log_target_price,-5.230199840102538,5.230199840102538,27.35499036740861,-1.0673877222520711,1.0673877222520711,2.067387722047989,Low
3169,2.2,7.378382325373746,CatBoost,log_target_price,-5.178382325373746,5.178382325373746,26.815643507743204,-2.353810146827243,2.353810146827243,3.3538101463726977,Low
5322,5.5,10.431212133974126,CatBoost,log_target_price,-4.931212133974126,4.931212133974126,24.316853110253657,-0.8965840241959168,0.8965840241959168,1.8965840240140983,Low
5123,3.9,8.561567806625465,CatBoost,log_target_price,-4.661567806625465,4.661567806625465,21.730214415766948,-1.1952737962641515,1.1952737962641515,2.1952737960077413,Low
373,1.3,5.870399848491413,CatBoost,log_target_price,-4.570399848491413,4.570399848491413,20.88855477509033,-3.515692188442862,3.515692188442862,4.515692187673631,Low
2458,4.686,9.2109774754187,CatBoost,log_target_price,-4.5249774754187,4.5249774754187,20.47542115304659,-0.965637531893526,0.965637531893526,1.965637531680124,Low
3608,4.5,8.977291202526017,CatBoost,log_target_price,-4.4772912025260165,4.4772912025260165,20.04613651221686,-0.9949536003402362,0.9949536003402362,1.994953600118014,Low
