sample_id,actual_price,predicted_price,model_name,target_used,residual,absolute_error,squared_error,percentage_error,absolute_percentage_error,prediction_ratio,price_segment
6544,73.9,37.79888455830021,CatBoost,target_price,36.1011154416998,36.1011154416998,1303.2905361349356,0.4885130641571215,0.4885130641571215,0.5114869358293467,Premium
3274,42.000001,9.134214692858542,CatBoost,target_price,32.865786307141455,32.865786307141455,1080.1599095866868,0.7825187029485771,0.7825187029485771,0.2174812970276134,Premium
6148,60.49,27.982804430587045,CatBoost,target_price,32.50719556941296,32.50719556941296,1056.7177637880611,0.5373978437572419,0.5373978437572419,0.4626021562262265,Premium
5721,76.5,45.42174719123603,CatBoost,target_price,31.07825280876397,31.07825280876397,965.8577976454455,0.4062516706974865,0.4062516706974865,0.5937483292894415,Premium
5396,60.9,33.99228953484888,CatBoost,target_price,26.90771046515112,26.90771046515112,724.024882476403,0.4418343261857025,0.4418343261857025,0.5581656737978771,Premium
5345,62.99,38.21697746040085,CatBoost,target_price,24.773022539599157,24.773022539599157,613.7026457474877,0.3932850061788517,0.3932850061788517,0.6067149938052728,Premium
7199,98.84,74.22771365352645,CatBoost,target_price,24.612286346473557,24.612286346473557,605.7646392008085,0.2490113956518063,0.2490113956518063,0.7509886043380762,Premium
2182,31.5,8.032404177262544,CatBoost,target_price,23.467595822737454,23.467595822737454,550.7280536993646,0.7450030419680145,0.7450030419680145,0.2549969580002396,Premium
6740,50.0489,27.408496926125977,CatBoost,target_price,22.640403073874023,22.640403073874023,512.5878513474845,0.4523656478648214,0.4523656478648214,0.5476343521151982,Premium
6970,64.39,41.95380794109957,CatBoost,target_price,22.43619205890043,22.43619205890043,503.3827141038668,0.3484421813721383,0.3484421813721383,0.6515578186123312,Premium
5647,99.69,77.46237004585286,CatBoost,target_price,22.227629954147133,22.227629954147133,494.06753337849887,0.2229674987854766,0.2229674987854766,0.7770325012044922,Premium
5767,57.29,35.46345744214064,CatBoost,target_price,21.82654255785936,21.82654255785936,476.3979600300459,0.3809834623403452,0.3809834623403452,0.6190165376421998,Premium
6780,59.0,37.62221845263464,CatBoost,target_price,21.37778154736536,21.37778154736536,457.0095438868749,0.3623352804576784,0.3623352804576784,0.6376647195253725,Premium
6122,48.09,27.438016245486217,CatBoost,target_price,20.651983754513783,20.651983754513783,426.5044329967013,0.4294444531936856,0.4294444531936856,0.5705555467855201,Premium
5905,47.3,27.52587596152675,CatBoost,target_price,19.774124038473246,19.774124038473246,391.0159814889255,0.4180575906565579,0.4180575906565579,0.5819424093223005,Premium
5487,38.499,18.74418044567293,CatBoost,target_price,19.75481955432707,19.75481955432707,390.2528956240232,0.5131255241386515,0.5131255241386515,0.4868744758353738,Premium
6173,57.3,37.57967720755502,CatBoost,target_price,19.72032279244497,19.72032279244497,388.8911310382248,0.3441592110314279,0.3441592110314279,0.6558407889511202,Premium
7039,51.799,32.17577667197875,CatBoost,target_price,19.623223328021247,19.623223328021247,385.0708937813973,0.3788340185648837,0.3788340185648837,0.6211659814158109,Premium
6530,51.99,32.71047171353784,CatBoost,target_price,19.27952828646216,19.27952828646216,371.70021094849454,0.3708314730927357,0.3708314730927357,0.6291685268880299,Premium
7112,53.211,34.58257784709109,CatBoost,target_price,18.62842215290891,18.62842215290891,347.0181119069875,0.3500859249508339,0.3500859249508339,0.649914075030373,Premium
6699,34.59,16.136205888378928,CatBoost,target_price,18.453794111621075,18.453794111621075,340.5425171141007,0.5335008416041508,0.5335008416041508,0.4664991583669393,Premium
6750,46.49,29.702826963449382,CatBoost,target_price,16.78717303655062,16.78717303655062,281.8091785590922,0.3610921281176495,0.3610921281176495,0.6389078718608405,Premium
6300,36.599,19.902403248420963,CatBoost,target_price,16.696596751579033,16.696596751579033,278.77634308483954,0.4562036326435922,0.4562036326435922,0.5437963673290847,Premium
6555,59.9,43.37994283704981,CatBoost,target_price,16.520057162950188,16.520057162950188,272.9122886671418,0.2757939426155992,0.2757939426155992,0.7242060573677063,Premium
2805,32.0,15.674549039030786,CatBoost,target_price,16.325450960969214,16.325450960969214,266.5203490790106,0.5101703425143451,0.5101703425143451,0.4898296574544049,Premium
2328,33.9,18.1685397054968,CatBoost,target_price,15.731460294503195,15.731460294503195,247.47884299753065,0.4640548759303582,0.4640548759303582,0.5359451240401434,Premium
789,55.9,40.19052878008108,CatBoost,target_price,15.709471219918916,15.709471219918916,246.7874860094608,0.2810281076858298,0.2810281076858298,0.7189718922962811,Premium
4967,36.0,20.464704727685696,CatBoost,target_price,15.535295272314304,15.535295272314304,241.3453991979912,0.4315359797745213,0.4315359797745213,0.5684640201977009,Premium
7068,63.99,48.50140088198241,CatBoost,target_price,15.48859911801759,15.48859911801759,239.89670263865528,0.2420471810872877,0.2420471810872877,0.7579528188970849,Premium
5729,42.99,27.81865672491191,CatBoost,target_price,15.171343275088091,15.171343275088091,230.16965677056064,0.3529040073211255,0.3529040073211255,0.6470959926556134,Premium
7202,41.99,26.95766642298757,CatBoost,target_price,15.03233357701243,15.03233357701243,225.9710527705753,0.357997941811251,0.357997941811251,0.6420020581649338,Premium
5636,62.05,47.12284368295653,CatBoost,target_price,14.927156317043467,14.927156317043467,222.81999571345077,0.2405665804480725,0.2405665804480725,0.7594334195358114,Premium
1533,37.0,22.14097944332339,CatBoost,target_price,14.859020556676612,14.859020556676612,220.7904919037381,0.401595150169595,0.401595150169595,0.5984048498033779,Premium
5227,34.9,21.22987325781525,CatBoost,target_price,13.670126742184747,13.670126742184747,186.87236514739465,0.3916941759826091,0.3916941759826091,0.6083058239887378,Premium
7067,146.99,133.42165733487738,CatBoost,target_price,13.568342665122628,13.568342665122628,184.09992267818703,0.0923079302335554,0.0923079302335554,0.9076920697596416,Premium
6883,61.99,48.482209193579806,CatBoost,target_price,13.507790806420196,13.507790806420196,182.46041247001,0.2179027392515291,0.2179027392515291,0.7820972607323392,Premium
6757,49.5,36.03220662530423,CatBoost,target_price,13.467793374695772,13.467793374695772,181.38145838349936,0.2720766338267413,0.2720766338267413,0.7279233661530566,Premium
1730,41.0,27.74964005193854,CatBoost,target_price,13.250359948061458,13.250359948061458,175.57203875319124,0.3231795109204458,0.3231795109204458,0.676820489055164,Premium
6124,51.85,38.71792892123172,CatBoost,target_price,13.132071078768284,13.132071078768284,172.4512908178224,0.2532704161719386,0.2532704161719386,0.7467295838087751,Premium
5456,44.99,32.1346715743856,CatBoost,target_price,12.855328425614402,12.855328425614402,165.25946893040967,0.2857374622211306,0.2857374622211306,0.7142625377566423,Premium
7126,57.99,45.23563328285066,CatBoost,target_price,12.754366717149344,12.754366717149344,162.67387035552696,0.2199407952565857,0.2199407952565857,0.78005920472617,Premium
3439,30.8,18.182709001501223,CatBoost,target_price,12.617290998498778,12.617290998498778,159.19603214079828,0.4096523051327638,0.4096523051327638,0.5903476948347687,Premium
1168,45.9,33.364463344682,CatBoost,target_price,12.535536655317998,12.535536655317998,157.13967923682114,0.2731053737482548,0.2731053737482548,0.7268946262299588,Premium
6298,32.59,20.222651711559408,CatBoost,target_price,12.367348288440596,12.367348288440596,152.95130368759453,0.3794829177066926,0.3794829177066926,0.6205170822626233,Premium
6728,50.709,38.385175522753386,CatBoost,target_price,12.323824477246616,12.323824477246616,151.87664974598286,0.2430303196080298,0.2430303196080298,0.7569696803722499,Premium
2337,38.0,25.697111858568245,CatBoost,target_price,12.302888141431756,12.302888141431756,151.3610566205821,0.3237602142396841,0.3237602142396841,0.6762397857340002,Premium
6260,31.79,19.70536008749815,CatBoost,target_price,12.08463991250185,12.08463991250185,146.0385218148327,0.3801396637974744,0.3801396637974744,0.6198603361710692,Premium
5655,30.5,18.46877188963693,CatBoost,target_price,12.03122811036307,12.03122811036307,144.75044984359053,0.3944664954088067,0.3944664954088067,0.6055335045584064,Premium
5796,27.99,16.067977497290943,CatBoost,target_price,11.922022502709057,11.922022502709057,142.1346205551011,0.4259386388811403,0.4259386388811403,0.5740613610831327,Premium
6050,47.999,36.11955772075546,CatBoost,target_price,11.879442279244545,11.879442279244545,141.1211488659028,0.2474935369277912,0.2474935369277912,0.7525064630513751,Premium
