sample_id,model_name,target_used,actual_price,predicted_price,residual,absolute_error,absolute_percentage_error,prediction_ratio,price_segment,issue_type,ram_gb,storage_gb,screen_size_inch,brand_is_rare,model_is_rare,ram_missing,storage_missing,screen_missing,no_info_brand,no_info_model,no_info_cpu_brand,no_info_cpu_tier,no_info_gpu,storage_ssd,storage_hdd,no_info_storage,condition_score,warranty_encoded,cpu_tier_encoded,brand_ASUS,brand_Acer,brand_Apple,brand_Dell,brand_Gigabyte,brand_HP,brand_LG,brand_Lenovo,brand_MSI,brand_Microsoft,brand_Other,brand_Sony,brand_Toshiba,model_Aspire,model_Elitebook,model_Elitebook 800,model_Gaming Thin GF,model_IdeaPad,model_Inspiron,model_Latitude,model_Latitude 14 7000,model_Latitude E Series,model_Legion,model_Legion 5,model_MacBook Air,model_MacBook Air M1,model_MacBook Air M2,model_MacBook Pro,model_MacBook Pro M1,model_MacBook Pro M2,model_Macbook air m4,model_Nitro 5,model_Other,model_Pavilion 15,model_Precision,model_ProBook,model_ROG Strix,model_TUF Gaming,model_TUF Gaming F15,model_ThinkPad,model_ThinkPad X1 Carbon,model_Vivobook 15,model_Vostro,model_X Series,model_XPS 13,cpu_brand_AMD,cpu_brand_Apple,cpu_brand_Intel,cpu_brand_Microsoft SQ,cpu_brand_Other,cpu_brand_Qualcomm,gpu_tier_ord_filled,gpu_type_Apple SoC,gpu_type_Dedicated,gpu_type_Integrated,gpu_type_Missing_Info
4967,CatBoost,log_target_price,36.0,20.713498797679105,15.286501202320895,15.286501202320895,0.4246250333860075,0.5753749665862148,Premium,premium_underprediction,16.0,512.0,15.95,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
6499,CatBoost,log_target_price,104.0,118.98017771205058,-14.980177712050576,14.980177712050576,0.1440401703067936,1.144040170297178,Premium,normal,64.0,4096.0,16.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0
5433,CatBoost,log_target_price,11.9,26.71878780090404,-14.81878780090404,14.81878780090404,1.2452762856856103,2.2452762856015767,High,extreme_error,16.0,256.0,13.3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7068,CatBoost,log_target_price,63.99,49.17632608301444,14.813673916985564,14.813673916985564,0.2314998267972193,0.7685001731871532,Premium,premium_underprediction,32.0,1024.0,16.0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0
2328,CatBoost,log_target_price,33.9,19.215696156747605,14.684303843252394,14.684303843252394,0.4331653050979124,0.5668346948725892,Premium,premium_underprediction,16.0,512.0,15.95,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
6124,CatBoost,log_target_price,51.85,37.20285739600033,14.647142603999669,14.647142603999669,0.2824906963108424,0.7175093036698713,Premium,premium_underprediction,16.0,1024.0,14.5,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0
6572,CatBoost,log_target_price,84.99,99.50652642967825,-14.516526429678253,14.516526429678253,0.1708027583187133,1.1708027583069471,Premium,normal,64.0,1024.0,16.2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5655,CatBoost,log_target_price,30.5,16.113658458327404,14.386341541672596,14.386341541672596,0.4716833292197021,0.5283166707475111,Premium,premium_underprediction,8.0,0.0,0.0,0,0,0,1,1,1,1,0,0,1,0,0,1,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1
2337,CatBoost,log_target_price,38.0,23.623553229706403,14.376446770293596,14.376446770293596,0.3783275465767177,0.6216724533969666,Premium,premium_underprediction,16.0,512.0,15.95,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1
3439,CatBoost,log_target_price,30.8,16.474047164112637,14.325952835887364,14.325952835887364,0.4651283388124102,0.5348716611551222,Premium,premium_underprediction,16.0,1024.0,15.95,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
3931,CatBoost,log_target_price,35.0,20.865034278572782,14.134965721427218,14.134965721427218,0.4038561634578104,0.5961438365136184,Premium,premium_underprediction,16.0,512.0,13.95,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1
6056,CatBoost,log_target_price,71.99,86.09522895031338,-14.10522895031339,14.10522895031339,0.1959331705808786,1.1959331705669878,Premium,normal,32.0,2048.0,16.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0
5636,CatBoost,log_target_price,62.05,48.13087663722107,13.919123362778926,13.919123362778926,0.2243210856173184,0.7756789143665657,Premium,premium_underprediction,32.0,1024.0,15.6,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0
5456,CatBoost,log_target_price,44.99,31.11277249052884,13.877227509471162,13.877227509471162,0.3084513782876797,0.6915486216900932,Premium,premium_underprediction,16.0,512.0,15.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6309,CatBoost,log_target_price,21.5,35.23563486270628,-13.735634862706275,13.735634862706275,0.6388667377705772,1.6388667377240655,Premium,severe_error,16.0,512.0,17.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
2805,CatBoost,log_target_price,32.0,18.34807376446151,13.65192623553849,13.65192623553849,0.4266226948472459,0.5733773051215042,Premium,premium_underprediction,16.0,512.0,17.95,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
6451,CatBoost,log_target_price,43.9,30.529624242558285,13.370375757441714,13.370375757441714,0.3045643680441264,0.6954356319330945,Premium,premium_underprediction,16.0,1024.0,17.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
696,CatBoost,log_target_price,1.0,14.330310027842748,-13.330310027842748,13.330310027842748,13.330310014512436,14.330310013512436,Low,extreme_error,16.0,512.0,15.95,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0
6260,CatBoost,log_target_price,31.79,18.506365551402308,13.283634448597692,13.283634448597692,0.4178557548971323,0.5821442450714113,Premium,premium_underprediction,16.0,256.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3647,CatBoost,log_target_price,3.5,16.72194737011361,-13.221947370113613,13.221947370113613,3.7776992475245454,4.777699247238832,Low,extreme_error,16.0,1024.0,15.95,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
6681,CatBoost,log_target_price,16.8,29.79617751683582,-12.996177516835818,12.996177516835818,0.7735819950037045,1.773581994944181,High,severe_error,16.0,512.0,13.3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7085,CatBoost,log_target_price,125.0,112.04175563033374,12.95824436966626,12.95824436966626,0.1036659549565007,0.8963340450354992,Premium,premium_underprediction,128.0,1024.0,16.2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1782,CatBoost,log_target_price,38.49,25.534821487351888,12.955178512648114,12.955178512648114,0.3365855679997799,0.6634144319742394,Premium,premium_underprediction,16.0,1024.0,15.95,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
6757,CatBoost,log_target_price,49.5,36.94974651561341,12.550253484386587,12.550253484386587,0.2535404744269303,0.7464595255528678,Premium,premium_underprediction,16.0,1024.0,16.0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0
6283,CatBoost,log_target_price,62.699,50.28966132621727,12.409338673782727,12.409338673782727,0.1979192439047641,0.8020807560792866,Premium,premium_underprediction,32.0,0.0,16.0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0
5796,CatBoost,log_target_price,27.99,15.589177520181956,12.400822479818045,12.400822479818045,0.4430447473874597,0.5569552525768132,Premium,premium_underprediction,8.0,256.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1420,CatBoost,log_target_price,13.999,26.36200242248076,-12.36300242248076,12.36300242248076,0.883134682591444,1.8831346825200104,High,severe_error,32.0,1024.0,15.95,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6066,CatBoost,log_target_price,22.98,35.15673523930375,-12.17673523930375,12.17673523930375,0.5298840399814563,1.52988403993794,Premium,severe_error,16.0,0.0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,1,3,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0
6175,CatBoost,log_target_price,29.8445,17.680336732675116,12.164163267324884,12.164163267324884,0.4075847565520381,0.592415243414455,Premium,premium_underprediction,8.0,256.0,13.3,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1
6298,CatBoost,log_target_price,32.59,20.458249377058365,12.131750622941638,12.131750622941638,0.3722537779248047,0.6277462220445111,Premium,premium_underprediction,8.0,512.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5503,CatBoost,log_target_price,36.35,24.246743549102288,12.103256450897714,12.103256450897714,0.3329644140457978,0.667035585926692,Premium,premium_underprediction,16.0,1024.0,16.1,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1
2299,CatBoost,log_target_price,2.7,14.767579497646802,-12.0675794976468,12.0675794976468,4.469473886361972,5.469473885991603,Low,extreme_error,0.0,1024.0,15.95,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0
6959,CatBoost,log_target_price,56.5,44.530753062031664,11.969246937968336,11.969246937968336,0.2118450785443626,0.7881549214379383,Premium,premium_underprediction,16.0,2048.0,14.2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
7126,CatBoost,log_target_price,57.99,46.10014281850608,11.889857181493923,11.889857181493923,0.2050328881063785,0.7949671118763771,Premium,premium_underprediction,32.0,1024.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0
2197,CatBoost,log_target_price,33.0,21.211260825947846,11.788739174052154,11.788739174052154,0.3572345204149976,0.6427654795546995,Premium,premium_underprediction,16.0,512.0,13.95,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5837,CatBoost,log_target_price,50.99,39.21397101592385,11.776028984076149,11.776028984076149,0.2309478129799019,0.7690521870004864,Premium,premium_underprediction,16.0,512.0,12.3,0,0,0,0,0,0,1,1,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
