selected_model,best_holdout_model,delta_rmse_selected_minus_best_holdout,delta_mae_selected_minus_best_holdout,delta_mape_selected_minus_best_holdout,delta_r2_selected_minus_best_holdout
CatBoost_tuned,LightGBM_baseline,0.1278542309213364,0.006030807875444744,0.35364015775502367,-0.006438622125163995
