ram_gb,storage_gb,screen_size_inch,brand_is_rare,model_is_rare,ram_missing,storage_missing,screen_missing,cpu_missing,gpu_missing,cpu_tier_encoded,gpu_tier_ord_filled,ram_level,storage_level,screen_size_level,brand_ASUS,brand_Acer,brand_Apple,brand_Dell,brand_HP,brand_Lenovo,brand_MSI,brand_Microsoft,brand_Other,model_Elitebook,model_Inspiron,model_Latitude,model_MacBook Air,model_MacBook Air M1,model_MacBook Pro,model_MacBook Pro M1,model_Nitro 5,model_Other,model_Precision,model_ProBook,model_ThinkPad,cpu_brand_AMD,cpu_brand_Apple,cpu_brand_Intel,cpu_brand_Microsoft SQ,cpu_brand_Other,cpu_brand_Qualcomm,storage_type_HDD,storage_type_Other,storage_type_SSD,storage_type_SSD + HDD,condition_Mới,condition_Unknown,condition_Đã sử dụng (chưa sửa chữa),condition_Đã sử dụng (qua sửa chữa),warranty_Active,warranty_Expired,warranty_Manufacturer,warranty_not_active,gpu_type_Apple SoC,gpu_type_Dedicated,gpu_type_Integrated,gpu_type_Missing_Info,target_price,log_target_price
8.0,256.0,0.0,0,1,0,0,1,0,0,6,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7500000.0,15.830413711839864
4.0,0.0,0.0,0,0,0,1,1,1,1,0,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2600000.0,14.77102238760702
32.0,0.0,0.0,0,0,0,1,1,0,0,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,31000000.0,17.249497794707484
8.0,256.0,13.95,0,0,0,0,0,0,1,5,-1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,7800000.0,15.86963441986494
8.0,256.0,13.95,0,0,0,0,0,0,0,5,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5400000.0,15.501909696719672
32.0,1024.0,15.95,0,0,0,0,0,0,0,7,2,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,39500000.0,17.491811255187805
16.0,0.0,0.0,0,0,0,1,1,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6100000.0,15.623799493077952
8.0,512.0,13.95,0,0,0,0,0,0,0,5,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,10950000.0,16.20885010555098
8.0,512.0,15.95,0,1,0,0,0,0,0,5,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,13700000.0,16.432906463791053
16.0,256.0,13.95,1,0,0,0,0,0,1,5,-1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,5600000.0,15.53827733427679
16.0,512.0,0.0,0,0,0,0,1,0,0,5,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,33000000.0,17.312018149733785
8.0,256.0,13.95,0,0,0,0,0,0,0,5,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4900000.0,15.404745967162468
8.0,256.0,13.95,0,0,0,0,0,0,1,5,-1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,5299000.0,15.483028870189733
8.0,256.0,13.95,0,1,0,0,0,0,0,6,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5600000.0,15.53827733427679
8.0,256.0,0.0,0,0,0,0,1,0,1,5,-1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3600000.0,15.096444681204078
32.0,512.0,15.95,0,0,0,0,0,0,0,7,2,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,16800000.0,16.636889503897294
16.0,512.0,17.0,0,0,0,0,1,0,0,6,2,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7800000.0,15.86963441986494
16.0,512.0,0.0,0,1,0,0,1,0,0,5,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,23500000.0,16.97251102166758
8.0,256.0,13.95,0,1,0,0,0,0,0,5,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4500000.0,15.319588176962746
4.0,127.0,13.95,0,0,0,0,0,0,0,5,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1500000.0,14.220976332738882
16.0,512.0,0.0,0,0,0,0,1,0,0,6,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,13500000.0,16.41820031748273
8.0,256.0,15.95,0,0,0,0,0,0,0,5,0,3,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,7100000.0,15.775605482856603
8.0,512.0,13.95,0,0,0,0,0,0,0,5,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5200000.0,15.46416937585933
16.0,512.0,0.0,0,0,0,0,1,0,0,5,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,6000000.0,15.607270193858982
16.0,1024.0,13.95,0,0,0,0,0,0,0,6,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,10800000.0,16.195056784687036
16.0,256.0,15.95,0,0,0,0,0,0,0,6,0,4,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,8300000.0,15.931766193248746
8.0,256.0,0.0,0,0,0,0,1,0,0,5,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3600000.0,15.096444681204078
16.0,512.0,0.0,0,0,0,0,1,0,1,6,-1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,12500000.0,16.341239282272525
32.0,1024.0,15.95,0,0,0,0,0,0,0,7,0,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,13800000.0,16.440179222591198
8.0,256.0,15.95,0,0,0,0,0,0,0,5,0,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5500000.0,15.520258832020865
16.0,512.0,13.95,0,0,0,0,0,0,0,6,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,11200000.0,16.231424425551033
16.0,0.0,0.0,0,0,0,1,1,0,1,6,-1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6000000.0,15.607270193858982
16.0,256.0,13.95,0,0,0,0,0,0,0,5,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,9900000.0,16.108045416114916
8.0,128.0,11.95,0,0,0,0,0,0,0,6,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4500000.0,15.319588176962746
8.0,0.0,13.95,0,0,0,1,0,0,1,5,-1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,5500000.0,15.520258832020865
24.0,0.0,0.0,0,0,1,1,1,0,0,5,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,8800000.0,15.990262393084793
8.0,512.0,15.95,0,0,0,0,0,0,0,5,2,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,11200000.0,16.231424425551033
8.0,0.0,15.95,0,0,0,1,0,0,0,6,2,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,12500000.0,16.341239282272525
16.0,256.0,13.95,0,0,0,0,0,0,0,6,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,8300000.0,15.931766193248746
8.0,127.0,13.95,0,0,0,0,0,0,0,5,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3800000.0,15.150511887854474
8.0,256.0,13.95,0,0,0,0,0,0,0,5,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,8500000.0,15.955576839107596
8.0,0.0,0.0,0,0,0,1,1,0,1,3,-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2100000.0,14.557448378884017
8.0,512.0,15.95,0,0,0,0,0,0,0,5,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,8900000.0,16.001561947061912
8.0,0.0,15.95,0,1,0,1,0,0,0,5,2,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3150000.0,14.962913328262085
8.0,256.0,19.95,0,0,0,0,0,0,0,5,0,3,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5000000.0,15.424948670398354
16.0,0.0,0.0,0,1,0,1,1,0,0,5,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11999000.0,16.3003339542868
16.0,256.0,13.95,0,0,0,0,0,0,0,5,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,6150000.0,15.631962802384312
8.0,512.0,15.95,0,0,0,0,0,0,0,5,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,15500000.0,16.5563506464056
8.0,128.0,13.95,0,1,0,0,0,0,0,5,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1800000.0,14.403297778421797
8.0,256.0,0.0,0,0,0,0,1,1,1,0,-1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4700000.0,15.363073279446224
16.0,512.0,13.95,0,0,0,0,0,1,0,0,0,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,15500000.0,16.5563506464056
16.0,512.0,0.0,0,0,0,0,1,0,0,6,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,12500000.0,16.341239282272525
16.0,512.0,15.95,0,0,0,0,0,0,0,6,2,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,18500000.0,16.733281344102608
0.0,0.0,0.0,0,0,1,1,1,1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14500000.0,16.489659276356317
32.0,1024.0,15.95,0,0,0,0,0,0,0,7,0,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,16900000.0,16.642824239064897
16.0,256.0,0.0,0,0,0,0,1,0,0,5,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,9500000.0,16.066802461833923
4.0,256.0,11.95,0,0,0,0,0,0,1,2,-1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2300000.0,14.648420115681892
6.0,0.0,0.0,0,0,0,1,1,0,1,5,-1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1300000.0,14.077875591662238
32.0,512.0,13.95,0,0,0,0,0,0,0,6,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,14900000.0,16.51687183802978
16.0,256.0,13.95,0,0,0,0,0,0,0,5,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5600000.0,15.53827733427679
32.0,1024.0,15.95,0,0,0,0,0,0,0,6,2,5,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16500000.0,16.61887099947687
16.0,512.0,15.95,0,0,0,0,0,0,0,6,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,15700000.0,16.5691713340128
16.0,512.0,15.95,0,0,0,0,0,0,0,6,2,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,16500000.0,16.61887099947687
16.0,256.0,15.95,0,0,0,0,0,0,0,5,0,4,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,8000000.0,15.894952224644102
16.0,512.0,15.95,0,0,0,0,0,0,0,7,2,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,13800000.0,16.440179222591198
16.0,256.0,0.0,0,0,0,0,1,1,1,0,-1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4300000.0,15.274125813221904
16.0,512.0,13.95,0,0,0,0,0,0,0,5,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,10200000.0,16.13789837629371
16.0,256.0,13.95,0,1,0,0,0,0,0,6,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,8800000.0,15.990262393084793
16.0,512.0,13.95,0,0,0,0,0,0,0,6,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,10500000.0,16.166885910365842
8.0,256.0,13.95,0,0,0,0,0,0,0,6,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,5900000.0,15.59046307836746
8.0,128.0,13.95,0,0,0,0,0,0,1,5,-1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3000000.0,14.914123179965662
32.0,1025.0,15.95,0,0,0,0,0,0,0,7,0,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,37890000.0,17.45019780938697
16.0,512.0,15.95,0,0,0,0,0,1,0,0,2,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,32500000.0,17.296750678069195
8.0,0.0,0.0,0,1,0,1,1,0,1,3,-1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1800000.0,14.403297778421797
8.0,512.0,15.95,0,1,0,0,0,0,0,6,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,7900000.0,15.88237344401952
8.0,250.0,13.95,0,0,0,0,0,0,0,5,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3800000.0,15.150511887854474
16.0,256.0,15.95,0,0,0,0,0,0,0,6,2,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7800000.0,15.86963441986494
32.0,1024.0,0.0,0,0,0,0,1,1,1,0,-1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,23500000.0,16.97251102166758
8.0,500.0,15.95,0,0,0,0,0,0,0,6,2,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6800000.0,15.732433317205148
8.0,512.0,13.95,0,0,0,0,0,0,0,5,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7500000.0,15.830413711839864
16.0,256.0,15.95,0,0,0,0,0,0,0,6,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,10900000.0,16.204273438942487
32.0,1024.0,15.95,0,0,0,0,0,1,0,0,0,5,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,38990000.0,17.478815786606383
16.0,256.0,15.95,0,0,0,0,0,0,0,5,0,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,11500000.0,16.257857680289998
32.0,1024.0,15.95,0,0,0,0,0,1,0,0,2,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,42290000.0,17.560061233094924
16.0,256.0,13.3,0,0,0,0,1,0,1,6,-1,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5600000.0,15.53827733427679
16.0,512.0,13.95,0,0,0,0,0,0,0,5,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,18500000.0,16.733281344102608
8.0,256.0,14.0,0,0,0,0,1,0,1,5,-1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5200000.0,15.46416937585933
16.0,512.0,15.95,0,0,0,0,0,0,1,6,-1,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,9600000.0,16.077273760604726
8.0,256.0,15.95,0,0,0,0,0,0,0,5,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4850000.0,15.394489469099211
8.0,256.0,15.95,0,0,0,0,0,0,0,5,2,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,7500000.0,15.830413711839864
16.0,512.0,15.95,0,0,0,0,0,0,0,6,2,4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,17500000.0,16.677711496036597
8.0,127.0,13.95,1,0,0,0,0,0,0,6,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1300000.0,14.077875591662238
6.0,256.0,13.95,0,0,0,0,0,0,0,5,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,12500000.0,16.341239282272525
16.0,256.0,15.95,0,0,0,0,0,0,0,6,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,10500000.0,16.166885910365842
16.0,256.0,15.95,0,0,0,0,0,0,0,6,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,33800000.0,17.335971390039045
8.0,1024.0,0.0,0,0,0,0,1,0,0,5,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3300000.0,15.009433329466964
8.0,256.0,13.95,0,0,0,0,0,0,0,6,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,6500000.0,15.687312888712007
8.0,250.0,11.95,0,0,0,0,0,0,0,5,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,3450000.0,15.053885078862573
