ram_gb,storage_gb,screen_size_inch,brand_is_rare,model_is_rare,ram_missing,storage_missing,screen_missing,target_price,log_target_price,no_info_brand,no_info_model,no_info_cpu_brand,no_info_cpu_tier,no_info_gpu,storage_ssd,storage_hdd,no_info_storage,condition_score,cpu_tier_encoded,brand_ASUS,brand_Acer,brand_Apple,brand_Dell,brand_HP,brand_LG,brand_Lenovo,brand_MSI,brand_Microsoft,model_Aspire,model_Elitebook,model_Elitebook 800,model_Gaming Thin GF,model_IdeaPad,model_Inspiron,model_Latitude,model_Latitude 14 7000,model_Latitude E Series,model_Legion,model_Legion 5,model_MacBook Air,model_MacBook Air M1,model_MacBook Air M2,model_MacBook Pro,model_MacBook Pro M1,model_MacBook Pro M2,model_Macbook air m4,model_Nitro 5,model_Pavilion 15,model_Precision,model_ProBook,model_ROG Strix,model_TUF Gaming,model_TUF Gaming F15,model_ThinkPad,model_ThinkPad X1 Carbon,model_Vivobook 15,model_Vostro,model_X Series,model_XPS 13,cpu_brand_AMD,cpu_brand_Apple,cpu_brand_Intel,cpu_brand_Qualcomm,cpu_family_ord_filled,cpu_family_group_AMD Ryzen,cpu_family_group_Apple Silicon,cpu_family_group_Intel Core Ultra,cpu_family_group_Intel Core i,cpu_family_group_Intel Low End,cpu_intel_generation_ord,cpu_amd_generation_ord,cpu_apple_core_spec,cpu_suffix_power_ord_filled,gpu_tier_ord_filled,warranty_expired,warranty_active,warranty_not_activated,ram_storage_product_scaled,ram_storage_balance,memory_storage_score,is_entry_memory_storage,is_mid_memory_storage,is_premium_memory_storage,brand_segment_premium,brand_segment_business,brand_segment_gaming_value,brand_segment_rare
16.0,256.0,15.95,0,0,0,0,0,6.5,2.0149030205422647,0,0,0,0,0,1,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,11.215502773007653,0,0,0,1,0,0,0
8.0,256.0,15.95,0,0,0,0,0,6.4,2.0014800002101243,0,0,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0.5,9.94352523956766,1,0,0,0,1,0,0
16.0,256.0,0.0,0,0,0,0,1,7.9,2.186051276738094,0,0,0,0,1,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,-1,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
32.0,512.0,15.95,0,0,0,0,0,44.8,3.824284091120139,0,1,0,0,1,1,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,-1,0,1,0,2.0,1.0,13.23329096810373,0,1,0,1,0,0,0
8.0,256.0,15.95,0,0,0,0,0,3.5,1.5040773967762742,0,1,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,2,0,1,0,0.25,0.5,9.94352523956766,1,0,0,0,1,0,0
8.0,256.0,13.95,0,0,0,0,0,10.5,2.4423470353692043,0,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.5,9.94352523956766,1,0,0,1,0,0,0
8.0,127.0,13.95,0,0,0,0,0,3.5,1.5040773967762742,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,2,0,1,0,0.1240234375,0.248046875,9.246479418592056,1,0,0,0,1,0,0
8.0,127.0,13.95,0,0,0,0,0,1.9,1.0647107369924282,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1240234375,0.248046875,9.246479418592056,1,0,0,0,1,0,0
8.0,256.0,13.95,0,0,0,0,0,8.8,2.2823823856765264,0,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.25,0.5,9.94352523956766,1,0,0,1,0,0,0
0.0,0.0,0.0,0,0,1,1,1,22.6,3.1612467120315646,0,0,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.0,0.0,0.0,1,0,0,1,0,0,0
16.0,256.0,13.95,0,0,0,0,0,6.7,2.0412203288596382,0,0,0,0,0,1,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
16.0,1024.0,13.95,0,0,0,0,0,21.9,3.131136910560194,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,2,0,1,0,2.0,1.0,12.598874579684942,0,1,0,0,0,1,0
8.0,512.0,13.95,0,0,0,0,0,5.7,1.9021075263969205,0,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,10.634724999843208,0,0,0,1,0,0,0
8.0,127.0,13.95,0,0,0,0,0,3.888888,1.5869648747638434,0,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.1240234375,0.248046875,9.246479418592056,1,0,0,1,0,0,0
0.0,0.0,0.0,0,0,1,1,1,4.0,1.6094379124341005,0,1,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.0,0.0,0.0,1,0,0,0,0,1,0
8.0,256.0,15.95,0,0,0,0,0,5.5,1.8718021769015916,0,1,0,0,0,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0.5,9.94352523956766,1,0,0,0,1,0,0
8.0,127.0,0.0,0,0,0,0,1,8.0,2.19722457733622,0,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.1240234375,0.248046875,9.246479418592056,1,0,0,1,0,0,0
8.0,256.0,15.95,0,1,0,0,0,7.7,2.163323025660538,0,0,0,0,0,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.5,9.94352523956766,1,0,0,0,1,0,0
16.0,256.0,13.95,0,0,0,0,0,6.8,2.0541237336955462,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
8.0,512.0,13.95,0,0,0,0,0,6.79,2.052840859882657,0,1,0,0,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,10.634724999843208,0,0,0,0,0,1,0
8.0,127.0,13.95,0,1,0,0,0,2.3,1.1939224684724346,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1240234375,0.248046875,9.246479418592056,1,0,0,0,1,0,0
8.0,256.0,13.95,0,1,0,0,0,7.5,2.1400661634962708,0,0,0,0,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.5,9.94352523956766,1,0,0,0,0,1,0
16.0,512.0,15.95,0,0,0,0,0,11.999,2.564872431425882,0,1,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,11.906702533283202,0,1,0,0,1,0,0
8.0,500.0,0.0,0,0,0,0,1,3.5,1.5040773967762742,0,0,0,0,0,1,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0.48828125,0.5,10.611055255757304,0,0,0,0,1,0,0
6.0,512.0,15.95,0,0,0,0,0,2.0,1.0986122886681098,0,1,0,0,0,0,0,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,2,0,1,0,0.375,0.375,10.132096143281396,0,0,0,0,1,0,0
8.0,256.0,0.0,0,0,0,0,1,4.1,1.62924053973028,0,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.25,0.5,9.94352523956766,1,0,0,1,0,0,0
8.0,0.0,0.0,0,0,0,1,1,6.0,1.9459101490553128,0,1,0,0,1,0,0,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.0,0.0,4.394449154672439,1,0,0,0,1,0,0
16.0,0.0,0.0,0,0,0,1,1,1.3,0.832909122935104,0,0,0,0,1,1,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.0,0.0,5.666426688112432,0,0,0,0,1,0,0
16.0,512.0,15.95,0,0,0,0,0,12.7,2.617395832834079,0,1,0,0,0,1,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,1.0,1.0,11.906702533283202,0,1,0,0,1,0,0
8.0,250.0,13.95,0,0,0,0,0,4.5,1.7047480922384253,0,1,0,0,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0.244140625,0.48828125,9.919902093804222,1,0,0,0,0,1,0
8.0,128.0,13.95,0,0,0,0,0,1.7,0.9932517730102832,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.125,0.25,9.254261559034111,1,0,0,0,1,0,0
16.0,256.0,13.95,0,0,0,0,0,7.8,2.174751721484161,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
8.0,256.0,11.95,0,0,0,0,0,6.6,2.028148247292285,1,1,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0.5,9.94352523956766,1,0,0,0,0,0,0
8.0,1024.0,13.95,0,1,0,0,0,4.5,1.7047480922384253,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.5,11.326897046244948,0,0,0,0,1,0,0
16.0,256.0,15.95,0,0,0,0,0,4.5,1.7047480922384253,0,0,0,0,1,0,0,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.5,0.5,11.215502773007653,0,0,0,1,0,0,0
16.0,256.0,15.95,0,0,0,0,0,10.5,2.4423470353692043,0,1,0,0,1,1,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,-1,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
32.0,1024.0,15.95,0,0,0,0,0,37.9,3.6609942506244,0,1,0,0,0,0,0,1,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,2.0,13.92546301450547,0,1,1,0,1,0,0
16.0,512.0,17.95,0,1,0,0,0,11.0,2.4849066497880004,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,2,0,1,0,1.0,1.0,11.906702533283202,0,1,0,0,0,1,0
0.0,0.0,0.0,0,0,1,1,1,1.8,1.029619417181158,0,1,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.0,0.0,0.0,1,0,0,0,1,0,0
16.0,256.0,15.95,0,0,0,0,0,6.2,1.9740810260220096,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
4.0,256.0,0.0,0,0,0,0,1,3.9,1.589235205116581,0,0,0,0,1,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.125,0.25,8.76795190976342,1,0,0,0,1,0,0
8.0,256.0,13.95,0,0,0,0,0,2.0,1.0986122886681098,0,1,0,0,1,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.25,0.5,9.94352523956766,1,0,0,0,1,0,0
16.0,512.0,15.95,0,0,0,0,0,14.9,2.766319109226186,0,1,0,0,0,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1.0,11.906702533283202,0,1,0,0,0,1,0
8.0,512.0,0.0,0,0,0,0,1,8.0,2.19722457733622,0,1,0,0,1,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,-1,0,1,0,0.5,0.5,10.634724999843208,0,0,0,0,0,1,0
16.0,512.0,0.0,0,0,0,0,1,22.99,3.177637076851603,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,1.0,1.0,11.906702533283202,0,1,0,0,1,0,0
8.0,500.0,13.95,0,0,0,0,0,4.5,1.7047480922384253,0,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.48828125,0.5,10.611055255757304,0,0,0,1,0,0,0
8.0,127.0,13.95,0,0,0,0,0,2.999,1.3860443298646814,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0.1240234375,0.248046875,9.246479418592056,1,0,0,0,1,0,0
16.0,512.0,15.95,0,1,0,0,0,11.7,2.5416019934645457,0,0,0,0,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,1.0,1.0,11.906702533283202,0,1,0,0,0,1,0
16.0,256.0,13.95,0,0,0,0,0,23.8,3.210843653170937,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
4.0,128.0,11.95,0,0,0,0,0,1.6,0.9555114450274363,0,1,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0625,0.25,8.078688229229872,1,0,0,1,0,0,0
16.0,512.0,15.95,0,0,0,0,0,14.3,2.72785282839839,0,1,0,0,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,1,0,1.0,1.0,11.906702533283202,0,1,0,0,1,0,0
8.0,256.0,13.95,0,1,0,0,0,19.29,3.010128153837724,0,0,0,0,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0.5,9.94352523956766,1,0,0,1,0,0,0
8.0,128.0,11.95,0,0,0,0,0,2.5,1.252762968495368,1,1,0,0,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.125,0.25,9.254261559034111,1,0,0,0,0,0,0
16.0,256.0,13.95,0,0,0,0,0,6.0,1.9459101490553128,0,1,0,0,0,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
8.0,256.0,13.95,0,0,0,0,0,5.3,1.840549633397487,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.25,0.5,9.94352523956766,1,0,0,0,1,0,0
16.0,512.0,15.95,0,0,0,0,0,15.8,2.8213788864092133,0,1,0,0,0,1,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,11.906702533283202,0,1,0,0,1,0,0
4.0,128.0,0.0,0,0,0,0,1,2.7,1.308332819650179,0,0,0,0,1,0,0,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.0625,0.25,8.078688229229872,1,0,0,0,1,0,0
4.0,320.0,13.95,0,0,0,0,0,1.35,0.8544153281560676,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.15625,0.25,8.990316947998217,0,0,0,0,1,0,0
16.0,256.0,13.95,0,0,0,0,0,8.5,2.2512917986064958,0,1,0,0,0,1,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
8.0,512.0,15.95,0,0,0,0,0,9.9,2.388762789235098,0,1,0,0,0,1,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,10.634724999843208,0,0,0,0,1,0,0
16.0,256.0,15.95,0,0,0,0,0,13.5,2.6741486494265287,0,1,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
16.0,256.0,13.95,0,0,0,0,0,16.0,2.833213344056216,0,1,0,0,1,1,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,-1,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
16.0,256.0,13.95,0,0,0,0,0,8.1,2.2082744135228043,0,1,0,0,0,1,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,11.215502773007653,0,0,0,0,1,0,0
16.0,256.0,0.0,0,0,0,0,1,7.7,2.163323025660538,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0.5,0.5,11.215502773007653,0,0,0,1,0,0,0
0.0,0.0,0.0,0,0,1,1,1,8.0,2.19722457733622,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0.0,0.0,0.0,1,0,0,1,0,0,0
