model_name,encoding_type,RMSE_target,RMSE_log,rmse_penalty_pct,MAE_target,MAE_log,mae_improvement_pct,MAPE_target,MAPE_log,mape_improvement_pct,r2_delta_log_minus_dir,keep_log_candidate,target_more_balanced
CatBoost,level,5.482668796037199,5.740718825939275,4.706649982004958,3.3708874265773,3.336972207129124,1.0061213904913018,0.3001381413148527,0.2620698288739145,12.683597051067085,-0.01088681296399685,True,True
CatBoost,numeric,5.413634812220809,5.72753126880468,5.798256946982773,3.3103716012606914,3.3061872265264243,0.12640196444029422,0.2911762554346475,0.2543586623828555,12.644435239691257,-0.013145888583503407,True,True
LightGBM,level,5.498080284880838,5.529972729464496,0.5800650941994955,3.2903954452907707,3.253466736833585,1.1223182462776145,0.2816584849581715,0.2626856423207473,6.736116130228343,-0.001322085494796732,True,True
LightGBM,numeric,5.336465796362892,5.506857406165535,3.1929673365240183,3.2245794645382704,3.2177689985050764,0.21120478214573055,0.2733688741989442,0.2516603703020449,7.941103009811171,-0.006945179816467251,True,True
