condition_score,n_samples,mean_actual_price,mae,median_ae,rmse,mape_pct,mean_residual,max_abs_error
3,414,27.883666425120776,5.884876679651099,3.4711640067475127,9.584251881897073,24.478426768795355,-0.04345501465372924,56.17132184801251
1,10,3.7049999999999996,2.605013311443251,1.9769676801224723,3.883126238680348,74.98384466949699,-1.706210351838008,10.689855144766474
2,1036,9.847912181467182,2.376105051414276,1.5764754423022986,3.5235354117708924,34.94879976483157,-0.05691687327860318,27.27134594387728
