price_segment,n_samples,mean_actual_price,mae,median_ae,rmse,mape_pct,max_abs_error,mean_residual
Q1_low,292,3.084314380136986,1.8263440148668078,1.2908523756962822,2.805340153534816,69.81587937134337,17.12825261836502,-1.508666077055109
Q2,292,6.3666533630136986,1.7222896947123663,1.0829835507793706,2.5745755376997996,27.489450195870173,11.838651488862329,-0.8823294090737009
Q3,293,10.446911252559728,2.70605850424785,2.2031388077215084,3.9272767643204536,26.274349993644687,29.090303999047343,-0.47805730495687676
Q4,291,16.705712859106526,3.0426706477745307,2.211348511137672,4.234080887737443,18.33403142928046,20.696782370646044,-0.10053143511398498
Q5_high,292,38.01827020547945,7.566919754489895,5.29859004829849,11.26771162245175,19.329177252249607,56.17132184801251,2.6488964370496237
